timestamp_ns,angle_deg
1726852127688685900,0
1726852127699528500,0.0
1726852127699528500,0.0
1726852127699528500,0.0
1726852127699528500,0.0
1726852127699528500,0.0
1726852127700676500,0.0
1726852127700676500,0.0
1726852127700676500,0.0
1726852127701681800,0.0
1726852127701681800,0.0
1726852127701681800,0.0
1726852127701681800,0.0
1726852127702676000,0.0
1726852127713343300,0.0
1726852127713343300,0.0
1726852127713343300,0.0
1726852127713343300,0.0
1726852127713343300,0.0
1726852127714593800,0.0
1726852127714593800,0.0
1726852127714593800,0.0
1726852127714593800,0.0
1726852127714593800,0.0
1726852127725742300,0.0
1726852127726329800,0.0
1726852127726329800,0.0
1726852127726329800,0.0
1726852127726329800,0.0
1726852127726329800,0.0
1726852127727335000,0.0
1726852127727335000,0.0
1726852127727335000,0.0
1726852127728335100,0.0
1726852127728335100,0.0
1726852127728335100,0.0
1726852127728335100,0.0
1726852127739904000,0.0
1726852127739904000,0.0
1726852127739904000,0.0
1726852127739904000,0.0
1726852127740912300,0.0
1726852127740912300,0.0
1726852127740912300,0.0
1726852127740912300,0.0
1726852127740912300,0.0
1726852127741913400,0.0
1726852127741913400,0.0
1726852127752909000,0.0
1726852127752909000,0.0
1726852127753413100,0.0
1726852127753413100,0.0
1726852127753413100,0.0
1726852127753413100,0.0
1726852127753413100,0.0
1726852127754421400,0.0
1726852127754421400,0.0
1726852127754421400,0.0
1726852127754421400,0.0
1726852127754421400,0.0
1726852127765580600,0.0
1726852127765580600,0.0
1726852127765580600,0.0
1726852127765580600,0.0
1726852127765580600,0.0
1726852127765580600,0.0
1726852127765580600,0.0
1726852127766937100,0.0
1726852127766937100,0.0
1726852127766937100,0.0
1726852127766937100,0.0
1726852127777687600,0.0
1726852127778193800,0.0
1726852127778193800,0.0
1726852127778193800,0.0
1726852127778193800,0.0
1726852127779200300,0.0
1726852127779200300,0.0
1726852127779200300,0.0
1726852127779200300,0.0
1726852127779200300,0.0
1726852127779200300,0.0
1726852127790219400,0.0
1726852127790219400,0.0
1726852127790219400,0.0
1726852127790219400,0.0
1726852127790219400,0.0
1726852127790219400,0.0
1726852127791688400,0.0
1726852127791688400,0.0
1726852127791688400,0.0
1726852127791688400,0.0
1726852127792035700,0.0
1726852127802757900,0.0
1726852127802757900,0.0
1726852127802757900,0.0
1726852127803777300,0.0
1726852127803777300,0.0
1726852127803777300,0.0
1726852127803777300,0.0
1726852127803777300,0.0
1726852127804763500,0.0
1726852127804763500,0.0
1726852127804763500,0.0
1726852127804763500,0.0
1726852127816273000,0.0
1726852127816273000,0.0
1726852127816273000,0.0
1726852127816273000,0.0
1726852127817280000,0.0
1726852127817280000,0.0
1726852127817280000,0.0
1726852127817280000,0.0
1726852127817280000,0.0
1726852127818290700,0.0
1726852127818290700,0.0
1726852127818290700,0.0
1726852127829438000,0.0
1726852127829438000,0.0
1726852127829438000,0.0
1726852127829438000,0.0
1726852127829438000,0.0
1726852127830661500,0.0
1726852127830661500,0.0
1726852127830661500,0.0
1726852127830661500,0.0
1726852127830661500,0.0
1726852127831662300,0.0
1726852127842398100,0.0
1726852127842398100,0.0
1726852127842398100,0.0
1726852127843404700,0.0
1726852127843404700,0.0
1726852127843404700,0.0
1726852127844405800,0.0
1726852127844405800,0.0
1726852127844405800,0.0
1726852127844405800,0.0
1726852127845406500,0.0
1726852127845406500,0.0
1726852127845406500,0.0
1726852127856421200,0.0
1726852127856421200,0.0
1726852127856421200,0.0
1726852127856421200,0.0
1726852127856421200,0.0
1726852127857655000,0.0
1726852127857655000,0.0
1726852127857655000,0.0
1726852127857655000,0.0
1726852127858656100,0.0
1726852127858656100,0.0
1726852127869181800,0.0
1726852127869181800,0.0
1726852127869181800,0.0
1726852127870196900,0.0
1726852127870196900,0.0
1726852127870196900,0.0
1726852127870196900,0.0
1726852127870196900,0.0
1726852127871197500,0.0
1726852127871197500,0.0
1726852127871197500,0.0
1726852127871197500,0.0
1726852127882420700,0.0
1726852127882420700,0.0
1726852127882926000,0.0
1726852127882926000,0.0
1726852127882926000,0.0
1726852127882926000,0.0
1726852127882926000,0.0
1726852127882926000,0.0
1726852127882926000,0.0
1726852127882926000,0.0
1726852127894616400,0.0
1726852127894616400,0.0
1726852127894616400,0.0
1726852127894616400,0.0
1726852127894616400,0.0
1726852127894616400,0.0
1726852127896057000,0.0
1726852127896057000,0.0
1726852127896057000,0.0
1726852127896057000,0.0
1726852127897067800,0.0
1726852127897067800,0.0
1726852127897067800,0.0
1726852127907970100,0.0
1726852127908502000,0.0
1726852127908502000,0.0
1726852127908502000,0.0
1726852127908502000,0.0
1726852127908502000,0.0
1726852127909529000,0.0
1726852127909529000,0.0
1726852127909529000,0.0
1726852127909529000,0.0
1726852127920812700,0.0
1726852127921381700,0.0
1726852127921381700,0.0
1726852127921381700,0.0
1726852127921381700,0.0
1726852127921381700,0.0
1726852127921381700,0.0
1726852127921381700,0.0
1726852127922783700,0.0
1726852127922783700,0.0
1726852127922783700,0.0
1726852127922783700,0.0
1726852127923790300,0.0
1726852127934382500,0.0
1726852127934382500,0.0
1726852127934382500,0.0
1726852127935388200,0.0
1726852127935388200,0.0
1726852127935388200,0.0
1726852127935388200,0.0
1726852127936389600,0.0
1726852127936389600,0.0
1726852127936389600,0.0
1726852127936389600,0.0
1726852127947260200,0.0
1726852127947260200,0.0
1726852127947765300,0.0
1726852127947765300,0.0
1726852127947765300,0.0
1726852127948291200,0.0
1726852127948291200,0.0
1726852127948291200,0.0
1726852127948641400,0.0
1726852127948641400,0.0
1726852127948641400,0.0
1726852127959451200,0.0
1726852127959987500,0.0
1726852127960058600,0.0
1726852127960058600,0.0
1726852127960058600,0.0
1726852127960564300,0.0
1726852127960564300,0.0
1726852127961087700,0.0
1726852127961613300,0.0
1726852127961613300,0.0
1726852127962340900,0.0
1726852127962340900,0.0
1726852127973538100,0.0
1726852127973538100,0.0
1726852127973538100,0.0
1726852127973538100,0.0
1726852127973538100,0.0
1726852127974822200,0.0
1726852127974822200,0.0
1726852127974822200,0.0
1726852127975823000,0.0
1726852127975823000,0.0
1726852127975823000,0.0
1726852127975823000,0.0
1726852127976821100,0.0
1726852127987391100,0.0
1726852127987391100,0.0
1726852127987391100,0.0
1726852127987391100,0.0
1726852127987391100,0.0
1726852127987391100,0.0
1726852127987391100,0.0
1726852127988613100,0.0
1726852127988613100,0.0
1726852127988613100,0.0
1726852127999427500,0.0
1726852127999427500,0.0
1726852127999936100,0.0
1726852127999936100,0.0
