Timestamp,Yaw_Error
0.0,-1.536714129955065
0.0,-1.536714129955065
0.2416977882385254,-4.970448269202497
0.2416977882385254,-4.970448269202497
0.5020952224731445,-7.735369954815425
0.5020952224731445,-7.735369954815425
0.5020952224731445,-7.735369954815425
0.740516185760498,-15.120149169955909
0.740516185760498,-15.120149169955909
0.9998524188995361,-25.074736874253485
0.9998524188995361,-25.074736874253485
0.9998524188995361,-25.074736874253485
1.249530553817749,-38.294509989954165
1.249530553817749,-38.294509989954165
1.504211664199829,-57.146891069856935
1.504211664199829,-57.146891069856935
1.504211664199829,-57.146891069856935
1.7336304187774658,-79.03442354920801
1.7336304187774658,-79.03442354920801
1.9852466583251953,-102.09196798714956
1.9852466583251953,-102.09196798714956
1.9852466583251953,-102.09196798714956
2.2539172172546387,-123.66623057013956
2.2539172172546387,-123.66623057013956
2.4863474369049072,-144.12935574789648
2.4863474369049072,-144.12935574789648
2.737954616546631,-163.62237611529994
2.737954616546631,-163.62237611529994
2.737954616546631,-163.62237611529994
3.010427951812744,-168.00337263608233
3.010427951812744,-84.15337263608234
3.010427951812744,-84.15337263608234
3.2909061908721924,-83.11971462459934
3.2909061908721924,-83.11971462459934
3.5279629230499268,-83.82885177461932
3.5279629230499268,-83.82885177461932
3.5279629230499268,-83.82885177461932
3.7791285514831543,-83.54036854835036
3.7791285514831543,-83.54036854835036
4.012854814529419,-84.14866864141334
4.012854814529419,-82.29866864141334
4.012854814529419,-79.20866864141334
4.258297920227051,-75.15617024969603
4.258297920227051,-73.30617024969604
4.51031494140625,-72.21528736516579
4.51031494140625,-70.3652873651658
4.51031494140625,-69.12528736516579
4.759454250335693,-65.10624857784917
4.759454250335693,-61.396248577849164
5.027343273162842,-58.32103492713499
5.027343273162842,-55.24103492713499
5.027343273162842,-52.77103492713499
5.284684658050537,-50.51991619166921
5.284684658050537,-47.42991619166921
5.544378280639648,-44.036627857729556
5.544378280639648,-41.56662785772956
5.544378280639648,-40.33662785772955
5.76617431640625,-39.984432433422995
5.76617431640625,-42.454432433422994
6.027042388916016,-46.47002343635229
6.027042388916016,-50.790023436352286
6.027042388916016,-55.120023436352284
6.2664954662323,-58.90015653306081
6.2664954662323,-63.2201565330608
6.525553941726685,-68.36792257617486
6.525553941726685,-71.45792257617487
6.525553941726685,-76.39792257617486
6.764798641204834,-81.10341470674285
6.764798641204834,-86.04341470674285
7.013298273086548,-90.58510883502328
7.013298273086548,-93.67510883502328
7.013298273086548,-97.99510883502329
7.282268762588501,-101.84062558066786
7.282268762588501,-105.55062558066786
7.53579568862915,-110.65651677006117
7.53579568862915,-114.35651677006118
7.53579568862915,-117.44651677006118
7.76539421081543,-122.0877759352576
7.76539421081543,-123.93777593525759
8.036576509475708,-123.28894848079578
8.036576509475708,-128.2289484807958
8.036576509475708,-133.1689484807958
8.27027940750122,-138.7564845120661
8.27027940750122,-141.2264845120661
8.516018152236938,-143.28111172653155
8.516018152236938,-144.51111172653154
8.767136335372925,-144.66003747606308
8.767136335372925,-145.2800374760631
8.767136335372925,-145.9000374760631
9.025538206100464,-145.00112897353216
9.025538206100464,-139.44112897353216
9.025538206100464,-137.59112897353216
9.28677248954773,-134.7290250524554
9.28677248954773,-131.0290250524554
9.53282356262207,-127.50043246550061
9.53282356262207,-124.4104324655006
9.53282356262207,-123.1804324655006
9.76953673362732,-121.6744566920485
9.76953673362732,-120.44445669204849
10.020944356918335,-119.2693693681199
10.020944356918335,-115.55936936811992
10.020944356918335,-109.99936936811991
10.281638860702515,-106.36146743393795
10.281638860702515,-102.65146743393795
10.527966737747192,-96.33628567315176
10.527966737747192,-92.00628567315177
10.527966737747192,-88.30628567315176
10.776959419250488,-84.66026016259455
10.776959419250488,-81.57026016259456
11.036459922790527,-80.13547645436455
11.036459922790527,-80.13547645436455
11.036459922790527,-80.13547645436455
11.283796548843384,-80.48773392181579
11.283796548843384,-80.48773392181579
11.526544332504272,-80.11491879574159
11.526544332504272,-78.25491879574159
11.526544332504272,-75.78491879574159
11.792944431304932,-75.87797986574083
11.792944431304932,-75.87797986574083
12.026988744735718,-73.67119467436433
12.026988744735718,-69.97119467436433
12.286613702774048,-68.10163138866952
12.286613702774048,-67.49163138866952
12.286613702774048,-69.96163138866952
12.547349452972412,-74.9726310537278
12.547349452972412,-79.2926310537278
12.775146007537842,-82.97495616262077
12.775146007537842,-86.06495616262077
12.775146007537842,-89.76495616262078
13.056743144989014,-92.83899614625962
13.056743144989014,-96.54899614625961
13.056743144989014,-99.62899614625961
13.278914213180542,-102.343268184425
13.278914213180542,-104.19326818442501
13.526002883911133,-106.0578857870176
13.526002883911133,-107.9078857870176
13.777427196502686,-109.67684267715313
13.777427196502686,-110.29684267715312
13.777427196502686,-110.29684267715312
14.0314040184021,-109.9587349898293
14.0314040184021,-109.9587349898293
14.27888798713684,-109.62075848887694
14.27888798713684,-109.62075848887694
14.27888798713684,-109.00075848887695
14.530149936676025,-109.58973435642326
14.530149936676025,-109.58973435642326
14.784715414047241,-109.99820385307478
14.784715414047241,-111.23820385307478
14.784715414047241,-113.70820385307478
15.031328916549683,-117.0329096602297
15.031328916549683,-118.89290966022969
15.279888391494751,-118.81149834505126
15.279888391494751,-118.81149834505126
15.279888391494751,-118.81149834505126
15.528860807418823,-118.65887968775516
15.528860807418823,-118.65887968775516
15.779560804367065,-122.54797758960495
15.779560804367065,-125.01797758960495
15.779560804367065,-125.63797758960496
16.030872106552124,-126.1148062630854
16.030872106552124,-127.34480626308539
16.280843257904053,-127.87667722758269
16.280843257904053,-131.5866772275827
16.280843257904053,-134.05667722758267
16.530608654022217,-133.8741815899948
16.530608654022217,-135.1141815899948
16.781413793563843,-137.6011576829408
16.781413793563843,-139.4511576829408
16.781413793563843,-140.0711576829408
17.035415172576904,-139.53437781214745
17.035415172576904,-133.98437781214744
17.284441709518433,-129.05474208227878
17.284441709518433,-126.58474208227877
17.284441709518433,-124.72474208227877
17.539489030838013,-123.6413012660956
17.539489030838013,-123.0213012660956
17.785686016082764,-121.6122038467345
17.785686016082764,-121.6122038467345
17.785686016082764,-121.6122038467345
18.034598350524902,-122.39218459651397
18.034598350524902,-122.39218459651397
18.286506414413452,-121.10175682411683
18.286506414413452,-120.48175682411683
18.286506414413452,-119.24175682411683
18.53971838951111,-118.1480361341443
18.53971838951111,-115.6780361341443
18.788296461105347,-113.3210227578522
18.788296461105347,-112.08102275785221
18.788296461105347,-112.08102275785221
19.037217617034912,-112.96378141140677
19.037217617034912,-112.96378141140677
19.290785551071167,-112.83626225405835
19.290785551071167,-112.83626225405835
19.290785551071167,-112.21626225405836
19.55198335647583,-112.99114500479877
19.55198335647583,-112.99114500479877
19.79367160797119,-111.72823290281866
19.79367160797119,-111.72823290281866
19.79367160797119,-111.72823290281866
20.03842544555664,-114.17035862611957
20.03842544555664,-114.17035862611957
20.294248819351196,-115.02204276625392
20.294248819351196,-115.02204276625392
20.294248819351196,-115.02204276625392
20.539023876190186,-115.79693976776264
20.539023876190186,-115.79693976776264
20.791696786880493,-117.22257110926148
20.791696786880493,-117.22257110926148
20.791696786880493,-117.22257110926148
21.041698932647705,-118.18523824641572
21.041698932647705,-118.18523824641572
21.29169774055481,-119.90642104707807
21.29169774055481,-119.90642104707807
21.29169774055481,-119.90642104707807
21.541728734970093,-120.80604042333486
21.541728734970093,-120.80604042333486
21.790727138519287,-121.42309954830468
21.790727138519287,-121.42309954830468
21.790727138519287,-121.42309954830468
22.04395294189453,237.23479763742506
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,131.47804927422735
67.1476674079895,135.79804927422734
67.1476674079895,135.79804927422734
67.1476674079895,133.94804927422734
67.1476674079895,132.08804927422733
67.1476674079895,132.08804927422733
67.1476674079895,132.70804927422733
67.1476674079895,132.08804927422733
67.1476674079895,132.70804927422733
67.1476674079895,132.70804927422733
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.94804927422734
67.1476674079895,133.94804927422734
67.1476674079895,133.94804927422734
67.1476674079895,133.94804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,133.32804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,46.38804927422734
67.1476674079895,47.00804927422734
67.1476674079895,-75.61195072577266
67.1476674079895,-75.61195072577266
67.1476674079895,-75.61195072577266
67.1476674079895,-76.23195072577266
67.1476674079895,-76.23195072577266
67.1476674079895,-76.23195072577266
67.1476674079895,-76.84195072577266
67.1476674079895,-76.84195072577266
67.1476674079895,-77.46195072577265
67.1476674079895,-78.08195072577266
67.1476674079895,-78.70195072577266
67.1476674079895,-78.70195072577266
67.1476674079895,-79.31195072577266
67.1476674079895,-79.31195072577266
67.1476674079895,-79.93195072577265
67.1476674079895,-80.55195072577266
67.1476674079895,-80.55195072577266
67.1476674079895,-81.17195072577266
67.1476674079895,-81.78195072577265
67.1476674079895,-82.40195072577265
67.1476674079895,-82.40195072577265
67.1476674079895,-83.02195072577265
67.1476674079895,-83.02195072577265
67.1476674079895,-83.02195072577265
67.1476674079895,-83.64195072577266
67.1476674079895,-83.64195072577266
67.1476674079895,-84.25195072577264
67.1476674079895,-84.25195072577264
67.1476674079895,-84.87195072577265
67.1476674079895,-84.87195072577265
67.1476674079895,-84.87195072577265
67.1476674079895,-84.87195072577265
67.1476674079895,-85.49195072577265
67.1476674079895,-85.49195072577265
67.1476674079895,-85.49195072577265
67.1476674079895,-85.49195072577265
67.1476674079895,-86.11195072577266
67.1476674079895,-86.11195072577266
67.1476674079895,-86.11195072577266
67.1476674079895,-86.11195072577266
67.1476674079895,-86.72195072577267
67.1476674079895,-86.72195072577267
67.1476674079895,-86.72195072577267
67.1476674079895,-87.34195072577265
67.1476674079895,-87.34195072577265
67.1476674079895,-87.34195072577265
67.1476674079895,-87.34195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-87.96195072577265
67.1476674079895,-88.58195072577266
67.1476674079895,-88.58195072577266
67.1476674079895,-88.58195072577266
67.1476674079895,-88.58195072577266
67.1476674079895,-88.58195072577266
67.1476674079895,-88.58195072577266
67.1476674079895,-88.58195072577266
67.1476674079895,-88.58195072577266
67.1476674079895,-88.58195072577266
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.19195072577267
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-89.81195072577265
67.1476674079895,-90.43195072577265
67.1476674079895,-90.43195072577265
67.1476674079895,-90.43195072577265
67.1476674079895,-90.43195072577265
67.1476674079895,-90.43195072577265
67.1476674079895,-90.43195072577265
67.1476674079895,-91.05195072577266
