Timestamp (ns),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1724512023105380571,-183.0,-97.0,2710.0,0.0,-1.0,2.0
1724512023110354937,-190.0,-89.0,2698.0,-1.0,-8.0,0.0
1724512023115359819,-188.0,-90.0,2704.0,0.0,-5.0,0.0
1724512023120364702,-193.0,-97.0,2710.0,2.0,-11.0,-2.0
1724512023125369585,-206.0,-82.0,2697.0,3.0,-17.0,-5.0
1724512023130374468,-193.0,-89.0,2700.0,10.0,-16.0,-5.0
1724512023135379351,-180.0,-99.0,2722.0,-1.0,-13.0,-2.0
1724512023140353716,-188.0,-95.0,2707.0,9.0,-10.0,-1.0
1724512023145358599,-190.0,-93.0,2702.0,14.0,-5.0,3.0
1724512023150363482,-191.0,-86.0,2700.0,1.0,-3.0,-2.0
1724512023155368364,-196.0,-89.0,2700.0,11.0,-8.0,-3.0
1724512023160373247,-199.0,-87.0,2702.0,3.0,-6.0,4.0
1724512023165378130,-190.0,-92.0,2702.0,0.0,-15.0,1.0
1724512023170352495,-192.0,-84.0,2693.0,2.0,-10.0,2.0
1724512023175357378,-198.0,-90.0,2708.0,8.0,-7.0,-4.0
1724512023180362261,-197.0,-93.0,2707.0,-7.0,-5.0,-1.0
1724512023185367144,-195.0,-98.0,2709.0,9.0,-11.0,-5.0
1724512023190372026,-184.0,-97.0,2711.0,0.0,-10.0,3.0
1724512023195376909,-190.0,-88.0,2711.0,2.0,-5.0,-2.0
1724512023200381792,-182.0,-86.0,2705.0,2.0,-5.0,0.0
1724512023205356157,-196.0,-93.0,2702.0,5.0,-6.0,-4.0
1724512023210361040,-192.0,-91.0,2705.0,-3.0,-3.0,-4.0
1724512023215365923,-183.0,-96.0,2713.0,5.0,-18.0,-5.0
1724512023220370806,-191.0,-87.0,2711.0,-2.0,-11.0,-1.0
1724512023225375689,-190.0,-80.0,2721.0,4.0,-6.0,-2.0
1724512023230380571,-191.0,-89.0,2699.0,-4.0,-2.0,3.0
1724512023235354937,-199.0,-97.0,2702.0,0.0,-6.0,-4.0
1724512023240359819,-198.0,-87.0,2697.0,3.0,-6.0,-4.0
1724512023245364702,-191.0,-84.0,2700.0,7.0,-7.0,2.0
1724512023250369585,-188.0,-82.0,2704.0,1.0,-12.0,-3.0
1724512023255374468,-188.0,-89.0,2708.0,5.0,-12.0,1.0
1724512023260379351,-192.0,-93.0,2702.0,-7.0,-6.0,-5.0
1724512023265353716,-192.0,-86.0,2710.0,8.0,-5.0,8.0
1724512023270358599,-191.0,-81.0,2705.0,-1.0,-9.0,-6.0
1724512023275363482,-192.0,-87.0,2697.0,11.0,-7.0,-5.0
1724512023280368364,-196.0,-79.0,2709.0,3.0,-15.0,-4.0
1724512023285373247,-209.0,-89.0,2704.0,-5.0,-3.0,-1.0
1724512023290378130,-203.0,-89.0,2701.0,-5.0,-6.0,-6.0
1724512023295352495,-188.0,-92.0,2711.0,8.0,-6.0,4.0
1724512023300357378,-192.0,-85.0,2706.0,4.0,-12.0,-5.0
1724512023305362261,-194.0,-85.0,2709.0,7.0,-9.0,-6.0
1724512023310367144,-197.0,-90.0,2705.0,7.0,-5.0,3.0
1724512023315372026,-206.0,-88.0,2713.0,6.0,-17.0,-3.0
1724512023320376909,-193.0,-87.0,2700.0,5.0,-4.0,0.0
1724512023325381792,-195.0,-94.0,2708.0,8.0,-12.0,0.0
1724512023330356157,-189.0,-87.0,2696.0,6.0,-4.0,-7.0
1724512023335361040,-188.0,-88.0,2708.0,8.0,-9.0,2.0
1724512023340365923,-186.0,-91.0,2708.0,3.0,-9.0,-1.0
1724512023345370806,-188.0,-81.0,2700.0,2.0,-14.0,-4.0
1724512023350375689,-189.0,-88.0,2710.0,7.0,-12.0,1.0
1724512023355380571,-184.0,-88.0,2707.0,4.0,-14.0,-6.0
1724512023360354937,-195.0,-89.0,2697.0,2.0,-6.0,5.0
1724512023365359819,-197.0,-98.0,2702.0,6.0,-9.0,-4.0
1724512023370364702,-190.0,-95.0,2700.0,15.0,-16.0,0.0
1724512023375369585,-191.0,-85.0,2708.0,-2.0,-11.0,2.0
1724512023380374468,-204.0,-89.0,2712.0,4.0,-17.0,-6.0
1724512023385379351,-184.0,-92.0,2707.0,4.0,-5.0,-2.0
1724512023390353716,-183.0,-94.0,2694.0,-2.0,-5.0,3.0
1724512023395358599,-192.0,-90.0,2701.0,9.0,-16.0,-2.0
1724512023400363482,-185.0,-92.0,2706.0,1.0,-8.0,-1.0
1724512023405368364,-185.0,-92.0,2706.0,6.0,4.0,-1.0
1724512023410373247,-176.0,-91.0,2718.0,0.0,-13.0,1.0
1724512023415378130,-199.0,-93.0,2698.0,3.0,-4.0,1.0
1724512023420352495,-200.0,-90.0,2704.0,7.0,-4.0,-2.0
1724512023425357378,-180.0,-87.0,2708.0,10.0,-8.0,-2.0
1724512023430362261,-194.0,-93.0,2706.0,5.0,-8.0,-2.0
1724512023435367144,-195.0,-92.0,2706.0,3.0,-18.0,-2.0
1724512023440372026,-195.0,-88.0,2704.0,5.0,-6.0,1.0
1724512023445376909,-196.0,-96.0,2696.0,4.0,-5.0,-5.0
1724512023450381792,-196.0,-90.0,2706.0,8.0,-14.0,7.0
1724512023455356157,-192.0,-82.0,2702.0,-1.0,-14.0,-3.0
1724512023460361040,-190.0,-86.0,2698.0,11.0,-12.0,-3.0
1724512023465365923,-186.0,-87.0,2699.0,3.0,-9.0,-2.0
1724512023470370806,-187.0,-95.0,2701.0,2.0,-4.0,-4.0
1724512023475375689,-188.0,-91.0,2710.0,3.0,-8.0,5.0
1724512023480380571,-199.0,-84.0,2704.0,0.0,-12.0,-1.0
1724512023485354937,-198.0,-93.0,2704.0,6.0,-9.0,4.0
1724512023490359819,-196.0,-88.0,2706.0,-1.0,-2.0,-6.0
1724512023495364702,-189.0,-92.0,2708.0,5.0,-10.0,-5.0
1724512023500369585,-188.0,-98.0,2705.0,1.0,-9.0,2.0
1724512023505374468,-190.0,-88.0,2698.0,3.0,-5.0,1.0
1724512023510379351,-192.0,-95.0,2695.0,-1.0,-2.0,-2.0
1724512023515353716,-195.0,-84.0,2704.0,4.0,-7.0,4.0
1724512023520358599,-187.0,-93.0,2705.0,7.0,-14.0,1.0
1724512023525363482,-189.0,-90.0,2709.0,13.0,-3.0,-3.0
1724512023530368364,-191.0,-90.0,2705.0,7.0,-8.0,-4.0
1724512023535373247,-195.0,-82.0,2704.0,5.0,-8.0,-5.0
1724512023540378130,-192.0,-85.0,2707.0,4.0,-8.0,-1.0
1724512023545352495,-192.0,-84.0,2706.0,6.0,-20.0,-1.0
1724512023550357378,-201.0,-88.0,2711.0,5.0,-14.0,-1.0
1724512023555362261,-189.0,-79.0,2709.0,12.0,-19.0,-6.0
1724512023560367144,-194.0,-81.0,2712.0,-2.0,-7.0,0.0
1724512023565372026,-196.0,-80.0,2705.0,8.0,-13.0,-8.0
1724512023570376909,-201.0,-92.0,2705.0,3.0,-3.0,-2.0
1724512023575381792,-197.0,-84.0,2706.0,-4.0,-12.0,4.0
1724512023580356157,-199.0,-87.0,2710.0,8.0,-9.0,-15.0
1724512023585361040,-202.0,-88.0,2706.0,4.0,-8.0,5.0
1724512023590365923,-193.0,-87.0,2709.0,6.0,-13.0,-2.0
1724512023595370806,-190.0,-90.0,2712.0,4.0,-10.0,3.0
1724512023600375689,-191.0,-94.0,2705.0,5.0,-9.0,-4.0
1724512023605380571,-195.0,-79.0,2705.0,6.0,-11.0,2.0
1724512023610354937,-195.0,-80.0,2711.0,4.0,-13.0,0.0
1724512023615359819,-194.0,-88.0,2706.0,2.0,-10.0,-4.0
1724512023620364702,-199.0,-85.0,2703.0,4.0,6.0,-3.0
1724512023625369585,-192.0,-97.0,2698.0,6.0,-15.0,0.0
1724512023630374468,-189.0,-91.0,2702.0,1.0,-7.0,7.0
1724512023635379351,-191.0,-94.0,2706.0,11.0,-12.0,-12.0
1724512023640353716,-192.0,-91.0,2706.0,2.0,-11.0,1.0
1724512023645358599,-189.0,-91.0,2710.0,5.0,-4.0,-1.0
1724512023650363482,-196.0,-92.0,2708.0,1.0,-7.0,-3.0
1724512023655368364,-195.0,-90.0,2712.0,-1.0,-9.0,-2.0
1724512023660373247,-187.0,-88.0,2712.0,2.0,-16.0,-1.0
1724512023665378130,-191.0,-96.0,2714.0,5.0,-11.0,0.0
1724512023670352495,-189.0,-88.0,2715.0,1.0,-6.0,-4.0
1724512023675357378,-189.0,-92.0,2705.0,1.0,-13.0,-4.0
1724512023680362261,-191.0,-87.0,2702.0,-1.0,-10.0,-5.0
1724512023685367144,-195.0,-84.0,2706.0,8.0,-8.0,1.0
1724512023690372026,-190.0,-89.0,2703.0,5.0,-5.0,-3.0
1724512023695376909,-190.0,-85.0,2702.0,-1.0,-8.0,-3.0
1724512023700381792,-193.0,-80.0,2704.0,4.0,-5.0,-7.0
1724512023705356157,-209.0,-93.0,2702.0,-3.0,2.0,-1.0
1724512023710361040,-202.0,-95.0,2700.0,3.0,-5.0,-4.0
1724512023715365923,-194.0,-83.0,2703.0,-2.0,0.0,-1.0
1724512023720370806,-190.0,-85.0,2698.0,5.0,-11.0,2.0
1724512023725375689,-193.0,-94.0,2707.0,-2.0,-11.0,0.0
1724512023730380571,-191.0,-88.0,2702.0,13.0,-7.0,-4.0
1724512023735354937,-194.0,-90.0,2700.0,5.0,-12.0,-3.0
1724512023740359819,-188.0,-91.0,2702.0,1.0,-6.0,3.0
1724512023745364702,-196.0,-93.0,2701.0,0.0,-9.0,-1.0
1724512023750369585,-190.0,-87.0,2701.0,-3.0,-3.0,2.0
1724512023755374468,-194.0,-77.0,2705.0,5.0,-11.0,-3.0
1724512023760379351,-189.0,-89.0,2717.0,-1.0,-14.0,-4.0
1724512023765353716,-197.0,-92.0,2706.0,8.0,-12.0,-6.0
1724512023770358599,-192.0,-92.0,2712.0,11.0,-7.0,-2.0
1724512023775363482,-191.0,-85.0,2716.0,2.0,-8.0,1.0
1724512023780368364,-181.0,-89.0,2704.0,9.0,-10.0,3.0
1724512023785373247,-190.0,-92.0,2705.0,8.0,-8.0,-4.0
1724512023790378130,-192.0,-87.0,2694.0,-8.0,-4.0,1.0
1724512023795352495,-189.0,-91.0,2691.0,-2.0,-6.0,3.0
1724512023800357378,-188.0,-86.0,2699.0,7.0,-6.0,0.0
1724512023805362261,-190.0,-89.0,2710.0,-5.0,-17.0,3.0
1724512023810367144,-205.0,-89.0,2706.0,3.0,-12.0,-5.0
1724512023815372026,-186.0,-88.0,2710.0,0.0,-4.0,-2.0
1724512023820376909,-190.0,-95.0,2705.0,1.0,-4.0,-1.0
1724512023825381792,-194.0,-96.0,2702.0,5.0,3.0,1.0
1724512023830356157,-188.0,-96.0,2710.0,0.0,-13.0,1.0
1724512023835361040,-190.0,-94.0,2712.0,0.0,-4.0,-5.0
1724512023840365923,-182.0,-76.0,2711.0,1.0,-9.0,-3.0
1724512023845370806,-190.0,-92.0,2700.0,1.0,-8.0,-7.0
1724512023850375689,-198.0,-89.0,2710.0,2.0,-5.0,0.0
1724512023855380571,-189.0,-90.0,2706.0,6.0,-12.0,-3.0
1724512023860354937,-193.0,-88.0,2699.0,4.0,-3.0,2.0
1724512023865359819,-189.0,-89.0,2703.0,-6.0,-6.0,-3.0
1724512023870364702,-189.0,-99.0,2706.0,-5.0,-10.0,4.0
1724512023875369585,-196.0,-94.0,2705.0,12.0,-9.0,-5.0
1724512023880374468,-191.0,-78.0,2704.0,-1.0,-15.0,-2.0
1724512023885379351,-187.0,-92.0,2701.0,2.0,-12.0,-3.0
1724512023890353716,-191.0,-95.0,2703.0,4.0,-9.0,2.0
1724512023895358599,-192.0,-85.0,2701.0,5.0,-16.0,0.0
1724512023900363482,-187.0,-91.0,2699.0,-2.0,-6.0,1.0
1724512023905368364,-185.0,-88.0,2704.0,1.0,-9.0,-4.0
1724512023910373247,-201.0,-85.0,2705.0,3.0,-6.0,-5.0
1724512023915378130,-204.0,-93.0,2711.0,6.0,-5.0,2.0
1724512023920352495,-188.0,-96.0,2700.0,7.0,-1.0,-1.0
1724512023925357378,-185.0,-89.0,2702.0,-3.0,-17.0,-6.0
1724512023930362261,-187.0,-86.0,2690.0,4.0,-10.0,-5.0
1724512023935367144,-190.0,-92.0,2709.0,1.0,-11.0,0.0
1724512023940372026,-189.0,-88.0,2712.0,1.0,-10.0,3.0
1724512023945376909,-195.0,-80.0,2710.0,3.0,-9.0,2.0
1724512023950381792,-190.0,-97.0,2710.0,-1.0,-4.0,1.0
1724512023955356157,-197.0,-86.0,2709.0,5.0,-8.0,-1.0
1724512023960361040,-197.0,-81.0,2713.0,2.0,-8.0,-4.0
1724512023965365923,-191.0,-88.0,2702.0,0.0,-16.0,1.0
1724512023970370806,-198.0,-90.0,2703.0,5.0,-7.0,-5.0
1724512023975375689,-192.0,-93.0,2702.0,5.0,-10.0,1.0
1724512023980380571,-182.0,-90.0,2717.0,0.0,-5.0,0.0
1724512023985354937,-190.0,-85.0,2703.0,2.0,-9.0,2.0
1724512023990359819,-195.0,-95.0,2703.0,3.0,1.0,3.0
1724512023995364702,-184.0,-84.0,2706.0,8.0,-16.0,-5.0
1724512024000369585,-194.0,-81.0,2706.0,-1.0,-10.0,0.0
1724512024005374468,-199.0,-85.0,2692.0,5.0,-8.0,-8.0
1724512024010379351,-183.0,-92.0,2698.0,10.0,-14.0,-2.0
1724512024015353716,-189.0,-87.0,2706.0,1.0,-16.0,-5.0
1724512024020358599,-188.0,-75.0,2711.0,6.0,-12.0,4.0
1724512024025363482,-183.0,-86.0,2706.0,4.0,-14.0,-8.0
1724512024030368364,-196.0,-92.0,2702.0,2.0,-14.0,3.0
1724512024035373247,-190.0,-95.0,2707.0,7.0,-13.0,-10.0
1724512024040378130,-196.0,-82.0,2705.0,0.0,-6.0,-3.0
1724512024045352495,-189.0,-84.0,2702.0,0.0,-5.0,-4.0
1724512024050357378,-189.0,-92.0,2706.0,3.0,-7.0,-2.0
1724512024055362261,-190.0,-88.0,2707.0,-2.0,-6.0,-7.0
1724512024060367144,-197.0,-88.0,2713.0,3.0,-4.0,0.0
1724512024065372026,-200.0,-96.0,2712.0,2.0,-11.0,0.0
1724512024070376909,-185.0,-86.0,2703.0,-2.0,-12.0,3.0
1724512024075381792,-189.0,-86.0,2706.0,0.0,-10.0,2.0
1724512024080356157,-194.0,-91.0,2705.0,3.0,-4.0,2.0
1724512024085361040,-194.0,-88.0,2706.0,2.0,-5.0,0.0
1724512024090365923,-187.0,-83.0,2707.0,-1.0,-7.0,-3.0
1724512024095370806,-199.0,-86.0,2714.0,1.0,-14.0,1.0
1724512024100375689,-191.0,-86.0,2701.0,3.0,-12.0,-1.0
1724512024105380571,-187.0,-86.0,2706.0,-3.0,-5.0,-3.0
1724512024110354937,-198.0,-88.0,2714.0,3.0,-5.0,-2.0
1724512024115359819,-196.0,-101.0,2699.0,5.0,-11.0,0.0
1724512024120364702,-199.0,-93.0,2688.0,1.0,-13.0,-3.0
1724512024125369585,-199.0,-90.0,2700.0,-2.0,-17.0,0.0
1724512024130374468,-195.0,-84.0,2717.0,-5.0,-5.0,0.0
1724512024135379351,-191.0,-94.0,2705.0,10.0,-8.0,-4.0
1724512024140353716,-187.0,-94.0,2718.0,6.0,-3.0,2.0
1724512024145358599,-191.0,-82.0,2721.0,2.0,-1.0,-5.0
1724512024150363482,-193.0,-82.0,2714.0,2.0,-12.0,-2.0
1724512024155368364,-189.0,-87.0,2719.0,5.0,-13.0,1.0
1724512024160373247,-198.0,-92.0,2721.0,5.0,-11.0,-1.0
1724512024165378130,-190.0,-96.0,2698.0,14.0,-3.0,-2.0
1724512024170352495,-186.0,-95.0,2686.0,5.0,-9.0,0.0
1724512024175357378,-199.0,-86.0,2687.0,9.0,-9.0,1.0
1724512024180362261,-196.0,-91.0,2699.0,4.0,-13.0,-7.0
1724512024185367144,-197.0,-94.0,2696.0,4.0,-13.0,3.0
1724512024190372026,-187.0,-93.0,2690.0,-1.0,-6.0,-4.0
1724512024195376909,-185.0,-90.0,2712.0,7.0,-5.0,-2.0
1724512024200381792,-197.0,-96.0,2705.0,-4.0,-12.0,2.0
1724512024205356157,-194.0,-92.0,2706.0,2.0,-5.0,-1.0
1724512024210361040,-188.0,-91.0,2713.0,2.0,-5.0,-1.0
1724512024215365923,-194.0,-90.0,2708.0,0.0,-7.0,-2.0
1724512024220370806,-191.0,-82.0,2722.0,-6.0,-9.0,-1.0
1724512024225375689,-189.0,-86.0,2715.0,12.0,-8.0,0.0
1724512024230380571,-183.0,-93.0,2707.0,5.0,-11.0,-2.0
1724512024235354937,-192.0,-91.0,2701.0,5.0,-4.0,3.0
1724512024240359819,-188.0,-78.0,2700.0,9.0,-12.0,-2.0
1724512024245364702,-180.0,-79.0,2701.0,11.0,-4.0,-1.0
1724512024250369585,-189.0,-92.0,2696.0,3.0,-5.0,2.0
1724512024255374468,-189.0,-85.0,2700.0,6.0,-11.0,-3.0
1724512024260379351,-191.0,-95.0,2696.0,-1.0,-4.0,-2.0
1724512024265353716,-186.0,-91.0,2694.0,0.0,-6.0,5.0
1724512024270358599,-196.0,-84.0,2700.0,6.0,-12.0,-8.0
1724512024275363482,-191.0,-96.0,2704.0,4.0,-6.0,1.0
1724512024280368364,-196.0,-87.0,2706.0,12.0,-11.0,-3.0
1724512024285373247,-189.0,-83.0,2702.0,4.0,-4.0,-2.0
1724512024290378130,-191.0,-87.0,2704.0,1.0,-2.0,4.0
1724512024295352495,-197.0,-91.0,2707.0,2.0,-8.0,-7.0
1724512024300357378,-190.0,-93.0,2704.0,3.0,-3.0,0.0
1724512024305362261,-181.0,-89.0,2709.0,0.0,-13.0,1.0
1724512024310367144,-187.0,-98.0,2708.0,5.0,-15.0,-8.0
1724512024315372026,-198.0,-93.0,2710.0,3.0,-10.0,14.0
1724512024320376909,-187.0,-94.0,2717.0,6.0,-6.0,-7.0
1724512024325381792,-201.0,-87.0,2705.0,-4.0,-8.0,-2.0
1724512024330356157,-195.0,-92.0,2701.0,8.0,-6.0,6.0
1724512024335361040,-196.0,-88.0,2700.0,5.0,-1.0,-2.0
1724512024340365923,-183.0,-87.0,2698.0,3.0,-12.0,3.0
1724512024345370806,-194.0,-93.0,2698.0,4.0,-9.0,-3.0
1724512024350375689,-198.0,-101.0,2696.0,-2.0,-12.0,0.0
1724512024355380571,-193.0,-99.0,2696.0,2.0,-3.0,0.0
1724512024360354937,-193.0,-82.0,2698.0,-3.0,-3.0,0.0
1724512024365359819,-197.0,-88.0,2716.0,-2.0,-16.0,-4.0
1724512024370364702,-195.0,-97.0,2709.0,9.0,2.0,-1.0
1724512024375369585,-198.0,-93.0,2716.0,8.0,-7.0,-4.0
1724512024380374468,-186.0,-84.0,2717.0,1.0,-13.0,-2.0
1724512024385379351,-183.0,-91.0,2714.0,4.0,-5.0,0.0
1724512024390353716,-194.0,-87.0,2713.0,2.0,-9.0,-3.0
1724512024395358599,-188.0,-94.0,2705.0,2.0,-10.0,-2.0
1724512024400363482,-182.0,-82.0,2700.0,5.0,-13.0,-5.0
1724512024405368364,-183.0,-84.0,2701.0,4.0,-16.0,0.0
1724512024410373247,-198.0,-92.0,2707.0,6.0,-5.0,-4.0
1724512024415378130,-204.0,-93.0,2703.0,6.0,-5.0,1.0
1724512024420352495,-198.0,-86.0,2708.0,4.0,-13.0,-3.0
1724512024425357378,-187.0,-93.0,2707.0,0.0,-1.0,-3.0
1724512024430362261,-187.0,-93.0,2707.0,5.0,-8.0,2.0
1724512024435367144,-195.0,-87.0,2706.0,3.0,-18.0,0.0
1724512024440372026,-199.0,-78.0,2701.0,3.0,-7.0,0.0
1724512024445376909,-190.0,-88.0,2709.0,3.0,-2.0,1.0
1724512024450381792,-195.0,-87.0,2713.0,5.0,-8.0,-3.0
1724512024455356157,-190.0,-84.0,2704.0,2.0,-5.0,-5.0
1724512024460361040,-190.0,-92.0,2708.0,1.0,-8.0,1.0
1724512024465365923,-195.0,-85.0,2713.0,0.0,-12.0,-5.0
1724512024470370806,-188.0,-86.0,2697.0,6.0,-1.0,-4.0
1724512024475375689,-192.0,-95.0,2696.0,8.0,-8.0,2.0
1724512024480380571,-202.0,-90.0,2701.0,3.0,-12.0,-8.0
1724512024485354937,-191.0,-88.0,2699.0,2.0,-3.0,2.0
1724512024490359819,-188.0,-90.0,2705.0,5.0,-7.0,-2.0
1724512024495364702,-198.0,-88.0,2698.0,3.0,-14.0,-6.0
1724512024500369585,-197.0,-85.0,2702.0,0.0,-16.0,-2.0
1724512024505374468,-195.0,-95.0,2710.0,9.0,-5.0,0.0
1724512024510379351,-194.0,-92.0,2711.0,3.0,-5.0,1.0
1724512024515353716,-196.0,-92.0,2709.0,6.0,-12.0,-4.0
1724512024520358599,-186.0,-89.0,2714.0,4.0,-8.0,-8.0
1724512024525363482,-191.0,-87.0,2706.0,4.0,-16.0,-7.0
1724512024530368364,-187.0,-85.0,2697.0,2.0,-13.0,-2.0
1724512024535373247,-193.0,-84.0,2705.0,4.0,-9.0,-4.0
1724512024540378130,-202.0,-81.0,2711.0,4.0,-10.0,-5.0
1724512024545352495,-198.0,-88.0,2708.0,1.0,-13.0,-5.0
1724512024550357378,-188.0,-94.0,2714.0,1.0,-11.0,-3.0
1724512024555362261,-202.0,-91.0,2706.0,3.0,-3.0,0.0
1724512024560367144,-197.0,-94.0,2711.0,1.0,-7.0,1.0
1724512024565372026,-189.0,-95.0,2715.0,1.0,-9.0,-5.0
1724512024570376909,-192.0,-86.0,2705.0,6.0,-8.0,-1.0
1724512024575381792,-201.0,-86.0,2704.0,7.0,-3.0,-5.0
1724512024580356157,-190.0,-99.0,2703.0,3.0,-13.0,2.0
1724512024585361040,-193.0,-92.0,2699.0,2.0,-10.0,-5.0
1724512024590365923,-192.0,-91.0,2701.0,1.0,-7.0,-1.0
1724512024595370806,-191.0,-100.0,2683.0,1.0,-9.0,-6.0
1724512024600375689,-192.0,-99.0,2702.0,8.0,-3.0,-1.0
1724512024605380571,-198.0,-92.0,2705.0,0.0,-7.0,-3.0
1724512024610354937,-203.0,-92.0,2723.0,0.0,-8.0,-7.0
1724512024615359819,-187.0,-87.0,2723.0,1.0,-10.0,-4.0
1724512024620364702,-189.0,-89.0,2714.0,3.0,-7.0,-2.0
1724512024625369585,-189.0,-88.0,2703.0,7.0,-11.0,-6.0
1724512024630374468,-196.0,-85.0,2698.0,3.0,-14.0,0.0
1724512024635379351,-190.0,-95.0,2704.0,1.0,-3.0,1.0
1724512024640353716,-187.0,-88.0,2705.0,3.0,-15.0,1.0
1724512024645358599,-194.0,-82.0,2700.0,-1.0,-8.0,-2.0
1724512024650363482,-189.0,-84.0,2707.0,7.0,-16.0,-2.0
1724512024655368364,-190.0,-88.0,2704.0,9.0,-14.0,-9.0
1724512024660373247,-191.0,-88.0,2706.0,10.0,-13.0,1.0
1724512024665378130,-189.0,-92.0,2704.0,8.0,-15.0,2.0
1724512024670352495,-190.0,-95.0,2716.0,5.0,-9.0,-3.0
1724512024675357378,-185.0,-85.0,2713.0,8.0,-18.0,-2.0
1724512024680362261,-192.0,-88.0,2695.0,6.0,-11.0,3.0
1724512024685367144,-199.0,-85.0,2690.0,0.0,-14.0,-8.0
1724512024690372026,-187.0,-86.0,2705.0,5.0,-8.0,-2.0
1724512024695376909,-184.0,-90.0,2701.0,6.0,-13.0,0.0
1724512024700381792,-184.0,-89.0,2701.0,6.0,-6.0,-8.0
1724512024705356157,-188.0,-87.0,2709.0,0.0,-10.0,-4.0
1724512024710361040,-188.0,-89.0,2704.0,8.0,-10.0,4.0
1724512024715365923,-197.0,-87.0,2698.0,0.0,-12.0,-2.0
1724512024720370806,-193.0,-85.0,2693.0,-3.0,-4.0,1.0
1724512024725375689,-199.0,-95.0,2715.0,-1.0,-11.0,2.0
1724512024730380571,-189.0,-89.0,2713.0,1.0,0.0,-2.0
1724512024735354937,-191.0,-85.0,2713.0,4.0,-17.0,1.0
1724512024740359819,-191.0,-91.0,2713.0,8.0,-10.0,0.0
1724512024745364702,-189.0,-87.0,2717.0,5.0,-15.0,-4.0
1724512024750369585,-197.0,-101.0,2700.0,3.0,-5.0,-1.0
1724512024755374468,-192.0,-88.0,2692.0,6.0,-10.0,2.0
1724512024760379351,-192.0,-95.0,2695.0,4.0,-11.0,-2.0
1724512024765353716,-197.0,-84.0,2701.0,5.0,-13.0,-5.0
1724512024770358599,-186.0,-88.0,2706.0,13.0,-20.0,0.0
1724512024775363482,-190.0,-87.0,2702.0,1.0,-7.0,-6.0
1724512024780368364,-184.0,-80.0,2704.0,13.0,3.0,-2.0
1724512024785373247,-186.0,-80.0,2703.0,3.0,-3.0,-1.0
1724512024790378130,-190.0,-98.0,2712.0,6.0,-8.0,-6.0
1724512024795352495,-194.0,-93.0,2714.0,0.0,-8.0,2.0
1724512024800357378,-197.0,-89.0,2714.0,0.0,-13.0,-5.0
1724512024805362261,-191.0,-80.0,2716.0,6.0,-17.0,-2.0
1724512024810367144,-197.0,-83.0,2705.0,10.0,-6.0,-1.0
1724512024815372026,-195.0,-88.0,2702.0,1.0,-7.0,-3.0
1724512024820376909,-193.0,-86.0,2706.0,10.0,-3.0,-5.0
1724512024825381792,-187.0,-83.0,2700.0,8.0,-13.0,0.0
1724512024830356157,-194.0,-86.0,2694.0,4.0,-8.0,3.0
1724512024835361040,-200.0,-91.0,2694.0,7.0,-9.0,-1.0
1724512024840365923,-192.0,-84.0,2705.0,-6.0,-10.0,-6.0
1724512024845370806,-192.0,-92.0,2700.0,-4.0,-11.0,-1.0
1724512024850375689,-190.0,-86.0,2705.0,6.0,-3.0,-1.0
1724512024855380571,-190.0,-82.0,2718.0,-2.0,-1.0,-6.0
1724512024860354937,-198.0,-87.0,2708.0,2.0,-5.0,1.0
1724512024865359819,-197.0,-98.0,2700.0,-5.0,1.0,-2.0
1724512024870364702,-191.0,-89.0,2711.0,7.0,-8.0,1.0
1724512024875369585,-192.0,-87.0,2703.0,4.0,-9.0,1.0
1724512024880374468,-200.0,-95.0,2704.0,1.0,-12.0,0.0
1724512024885379351,-190.0,-93.0,2711.0,5.0,-8.0,-6.0
1724512024890353716,-188.0,-85.0,2715.0,5.0,-10.0,3.0
1724512024895358599,-193.0,-86.0,2713.0,3.0,-11.0,-2.0
1724512024900363482,-195.0,-88.0,2707.0,1.0,-13.0,7.0
1724512024905368364,-189.0,-90.0,2703.0,-1.0,-10.0,-1.0
1724512024910373247,-196.0,-92.0,2697.0,0.0,-9.0,-1.0
1724512024915378130,-195.0,-93.0,2698.0,-1.0,-7.0,-8.0
1724512024920352495,-195.0,-85.0,2697.0,6.0,-7.0,2.0
1724512024925357378,-190.0,-88.0,2699.0,3.0,-4.0,4.0
1724512024930362261,-193.0,-84.0,2701.0,-4.0,-2.0,10.0
1724512024935367144,-197.0,-89.0,2703.0,4.0,-8.0,-8.0
1724512024940372026,-199.0,-83.0,2702.0,-1.0,-1.0,0.0
1724512024945376909,-198.0,-88.0,2707.0,3.0,-8.0,-1.0
1724512024950381792,-190.0,-93.0,2703.0,6.0,-2.0,0.0
1724512024955356157,-194.0,-94.0,2705.0,6.0,-8.0,-2.0
1724512024960361040,-191.0,-87.0,2700.0,-2.0,-3.0,1.0
1724512024965365923,-187.0,-94.0,2715.0,-6.0,-10.0,2.0
1724512024970370806,-190.0,-82.0,2730.0,1.0,-11.0,-1.0
1724512024975375689,-198.0,-83.0,2720.0,7.0,1.0,-1.0
1724512024980380571,-189.0,-96.0,2707.0,2.0,-10.0,-2.0
1724512024985354937,-186.0,-91.0,2705.0,3.0,-8.0,-4.0
1724512024990359819,-187.0,-97.0,2695.0,1.0,-9.0,6.0
1724512024995364702,-189.0,-89.0,2697.0,4.0,-10.0,-7.0
1724512025000369585,-184.0,-77.0,2691.0,2.0,-19.0,1.0
