Timestamp (ns),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1724512029745364702,-194.0,-92.0,2705.0,5.0,-5.0,0.0
1724512029750369585,-195.0,-96.0,2707.0,6.0,-4.0,-2.0
1724512029755374468,-198.0,-87.0,2702.0,-3.0,-2.0,-1.0
1724512029760379351,-193.0,-94.0,2697.0,6.0,-6.0,3.0
1724512029765353716,-187.0,-84.0,2701.0,-2.0,3.0,-2.0
1724512029770358599,-189.0,-81.0,2712.0,3.0,-6.0,-3.0
1724512029775363482,-195.0,-86.0,2707.0,11.0,-8.0,-4.0
1724512029780368364,-192.0,-79.0,2703.0,17.0,-12.0,-2.0
1724512029785373247,-194.0,-91.0,2698.0,17.0,-12.0,-2.0
1724512029790378130,-189.0,-91.0,2706.0,0.0,-5.0,2.0
1724512029795352495,-184.0,-87.0,2708.0,6.0,-7.0,-3.0
1724512029800357378,-181.0,-89.0,2709.0,8.0,-11.0,0.0
1724512029805362261,-195.0,-96.0,2703.0,7.0,-12.0,-6.0
1724512029810367144,-199.0,-94.0,2712.0,0.0,-10.0,1.0
1724512029815372026,-185.0,-87.0,2710.0,2.0,-13.0,5.0
1724512029820376909,-177.0,-80.0,2718.0,2.0,-8.0,-4.0
1724512029825381792,-184.0,-85.0,2710.0,7.0,-7.0,0.0
1724512029830356157,-203.0,-91.0,2705.0,9.0,-8.0,0.0
1724512029835361040,-197.0,-95.0,2708.0,0.0,-9.0,2.0
1724512029840365923,-193.0,-92.0,2704.0,0.0,-10.0,-2.0
1724512029845370806,-189.0,-91.0,2703.0,4.0,-7.0,-2.0
1724512029850375689,-196.0,-96.0,2713.0,-2.0,-15.0,-5.0
1724512029855380571,-200.0,-101.0,2710.0,2.0,-5.0,3.0
1724512029860354937,-194.0,-96.0,2695.0,5.0,-16.0,-3.0
1724512029865359819,-189.0,-97.0,2710.0,-1.0,-11.0,-8.0
1724512029870364702,-187.0,-89.0,2699.0,2.0,-11.0,-2.0
1724512029875369585,-195.0,-86.0,2699.0,5.0,-6.0,0.0
1724512029880374468,-187.0,-90.0,2696.0,2.0,-9.0,1.0
1724512029885379351,-191.0,-82.0,2706.0,2.0,-14.0,-4.0
1724512029890353716,-189.0,-82.0,2704.0,6.0,-12.0,-10.0
1724512029895358599,-195.0,-92.0,2703.0,5.0,-13.0,-3.0
1724512029900363482,-181.0,-89.0,2702.0,3.0,-15.0,-8.0
1724512029905368364,-194.0,-82.0,2707.0,-6.0,-11.0,4.0
1724512029910373247,-191.0,-80.0,2704.0,1.0,-7.0,2.0
1724512029915378130,-179.0,-88.0,2703.0,-1.0,-6.0,-3.0
1724512029920352495,-195.0,-100.0,2703.0,1.0,-4.0,-3.0
1724512029925357378,-195.0,-94.0,2690.0,8.0,-6.0,-5.0
1724512029930362261,-192.0,-87.0,2711.0,9.0,-4.0,0.0
1724512029935367144,-197.0,-87.0,2707.0,6.0,-15.0,6.0
1724512029940372026,-191.0,-87.0,2699.0,6.0,-8.0,-3.0
1724512029945376909,-204.0,-93.0,2711.0,-1.0,-8.0,-2.0
1724512029950381792,-203.0,-85.0,2703.0,5.0,-13.0,-3.0
1724512029955356157,-194.0,-84.0,2700.0,3.0,-7.0,4.0
1724512029960361040,-186.0,-102.0,2715.0,0.0,-9.0,-5.0
1724512029965365923,-195.0,-93.0,2702.0,10.0,-7.0,-5.0
1724512029970370806,-191.0,-94.0,2704.0,7.0,-6.0,-1.0
1724512029975375689,-192.0,-89.0,2706.0,2.0,-12.0,4.0
1724512029980380571,-187.0,-87.0,2708.0,-1.0,-8.0,1.0
1724512029985354937,-189.0,-96.0,2700.0,1.0,-11.0,1.0
1724512029990359819,-195.0,-87.0,2708.0,0.0,-11.0,-1.0
1724512029995364702,-190.0,-84.0,2704.0,0.0,-3.0,-1.0
1724512030000369585,-190.0,-92.0,2708.0,2.0,-15.0,-2.0
1724512030005374468,-200.0,-90.0,2706.0,-1.0,-11.0,-3.0
1724512030010379351,-193.0,-84.0,2708.0,6.0,-8.0,-3.0
1724512030015353716,-190.0,-90.0,2706.0,2.0,-14.0,-2.0
1724512030020358599,-178.0,-90.0,2706.0,7.0,-6.0,-4.0
1724512030025363482,-189.0,-87.0,2704.0,8.0,-11.0,-2.0
1724512030030368364,-202.0,-96.0,2701.0,2.0,-3.0,-1.0
1724512030035373247,-204.0,-87.0,2706.0,9.0,-4.0,0.0
1724512030040378130,-190.0,-84.0,2711.0,1.0,-4.0,5.0
1724512030045352495,-194.0,-101.0,2707.0,3.0,-8.0,-5.0
1724512030050357378,-194.0,-91.0,2704.0,0.0,-2.0,-1.0
1724512030055362261,-190.0,-95.0,2711.0,2.0,-12.0,-2.0
1724512030060367144,-191.0,-89.0,2720.0,2.0,-5.0,7.0
1724512030065372026,-190.0,-78.0,2705.0,-5.0,-9.0,0.0
1724512030070376909,-187.0,-88.0,2709.0,8.0,-13.0,3.0
1724512030075381792,-191.0,-85.0,2709.0,-1.0,-10.0,-3.0
1724512030080356157,-188.0,-93.0,2712.0,4.0,-11.0,-2.0
1724512030085361040,-197.0,-98.0,2713.0,5.0,-3.0,1.0
1724512030090365923,-190.0,-89.0,2709.0,2.0,-12.0,-2.0
1724512030095370806,-186.0,-85.0,2697.0,0.0,-12.0,1.0
1724512030100375689,-194.0,-83.0,2692.0,5.0,-16.0,-5.0
1724512030105380571,-201.0,-86.0,2698.0,6.0,-5.0,-1.0
1724512030110354937,-188.0,-85.0,2703.0,5.0,-17.0,-1.0
1724512030115359819,-184.0,-86.0,2711.0,2.0,-13.0,-3.0
1724512030120364702,-197.0,-90.0,2709.0,-2.0,1.0,0.0
1724512030125369585,-193.0,-83.0,2709.0,7.0,-16.0,5.0
1724512030130374468,-190.0,-91.0,2711.0,3.0,-11.0,-5.0
1724512030135379351,-183.0,-87.0,2694.0,7.0,-8.0,2.0
1724512030140353716,-200.0,-94.0,2702.0,-1.0,-2.0,-3.0
1724512030145358599,-198.0,-92.0,2700.0,7.0,-11.0,-6.0
1724512030150363482,-194.0,-88.0,2701.0,5.0,-20.0,1.0
1724512030155368364,-184.0,-91.0,2703.0,7.0,-10.0,-6.0
1724512030160373247,-191.0,-85.0,2700.0,8.0,-6.0,-2.0
1724512030165378130,-190.0,-99.0,2700.0,8.0,-3.0,4.0
1724512030170352495,-189.0,-86.0,2702.0,5.0,-11.0,3.0
1724512030175357378,-187.0,-90.0,2706.0,7.0,-3.0,-9.0
1724512030180362261,-185.0,-103.0,2699.0,2.0,-11.0,0.0
1724512030185367144,-186.0,-97.0,2707.0,4.0,-13.0,-1.0
1724512030190372026,-202.0,-91.0,2705.0,-2.0,-7.0,1.0
1724512030195376909,-195.0,-98.0,2702.0,10.0,-11.0,1.0
1724512030200381792,-183.0,-84.0,2701.0,6.0,-11.0,-4.0
1724512030205356157,-196.0,-86.0,2715.0,3.0,-8.0,-2.0
1724512030210361040,-192.0,-95.0,2707.0,-3.0,-12.0,1.0
1724512030215365923,-192.0,-95.0,2706.0,12.0,-9.0,-2.0
1724512030220370806,-189.0,-81.0,2697.0,6.0,-12.0,-4.0
1724512030225375689,-190.0,-86.0,2711.0,0.0,-6.0,0.0
1724512030230380571,-189.0,-85.0,2705.0,5.0,-14.0,0.0
1724512030235354937,-190.0,-87.0,2706.0,0.0,-8.0,0.0
1724512030240359819,-194.0,-86.0,2715.0,5.0,-5.0,-4.0
1724512030245364702,-187.0,-91.0,2704.0,10.0,-10.0,-6.0
1724512030250369585,-199.0,-82.0,2705.0,-9.0,-10.0,1.0
1724512030255374468,-199.0,-91.0,2705.0,-1.0,-10.0,-4.0
1724512030260379351,-191.0,-87.0,2718.0,4.0,-16.0,0.0
1724512030265353716,-195.0,-83.0,2705.0,2.0,-7.0,-2.0
1724512030270358599,-201.0,-87.0,2705.0,2.0,-4.0,-1.0
1724512030275363482,-199.0,-95.0,2709.0,7.0,-7.0,-3.0
1724512030280368364,-188.0,-86.0,2707.0,2.0,-18.0,-3.0
1724512030285373247,-200.0,-84.0,2697.0,12.0,-11.0,-1.0
1724512030290378130,-189.0,-85.0,2704.0,7.0,-8.0,1.0
1724512030295352495,-191.0,-96.0,2703.0,4.0,-11.0,-3.0
1724512030300357378,-193.0,-92.0,2703.0,2.0,-14.0,3.0
1724512030305362261,-193.0,-89.0,2708.0,6.0,-11.0,-4.0
1724512030310367144,-190.0,-90.0,2707.0,10.0,-11.0,2.0
1724512030315372026,-195.0,-92.0,2695.0,9.0,-10.0,-4.0
1724512030320376909,-197.0,-86.0,2699.0,1.0,-19.0,-5.0
1724512030325381792,-195.0,-86.0,2710.0,4.0,-5.0,4.0
1724512030330356157,-197.0,-88.0,2705.0,5.0,-1.0,-5.0
1724512030335361040,-194.0,-90.0,2713.0,3.0,-9.0,-5.0
1724512030340365923,-192.0,-95.0,2703.0,1.0,-17.0,-1.0
1724512030345370806,-184.0,-77.0,2698.0,6.0,-6.0,-8.0
1724512030350375689,-192.0,-87.0,2704.0,6.0,-15.0,-6.0
1724512030355380571,-195.0,-89.0,2699.0,2.0,-2.0,0.0
1724512030360354937,-187.0,-94.0,2703.0,5.0,-14.0,-2.0
1724512030365359819,-182.0,-87.0,2705.0,-5.0,-6.0,-2.0
1724512030370364702,-185.0,-80.0,2703.0,10.0,-4.0,-2.0
1724512030375369585,-196.0,-89.0,2704.0,8.0,-7.0,3.0
1724512030380374468,-194.0,-94.0,2703.0,5.0,-7.0,1.0
1724512030385379351,-187.0,-82.0,2703.0,7.0,-7.0,-5.0
1724512030390353716,-187.0,-92.0,2705.0,8.0,-11.0,0.0
1724512030395358599,-184.0,-88.0,2698.0,-5.0,-4.0,6.0
1724512030400363482,-189.0,-83.0,2705.0,1.0,-7.0,-5.0
1724512030405368364,-200.0,-80.0,2712.0,-2.0,-13.0,5.0
1724512030410373247,-196.0,-91.0,2706.0,0.0,-10.0,1.0
1724512030415378130,-192.0,-89.0,2700.0,4.0,-4.0,-5.0
1724512030420352495,-202.0,-95.0,2713.0,3.0,-17.0,-3.0
1724512030425357378,-197.0,-87.0,2705.0,7.0,-6.0,3.0
1724512030430362261,-200.0,-85.0,2705.0,5.0,1.0,-4.0
1724512030435367144,-190.0,-87.0,2705.0,5.0,-18.0,-6.0
1724512030440372026,-196.0,-85.0,2713.0,9.0,-17.0,-3.0
1724512030445376909,-190.0,-83.0,2698.0,11.0,-4.0,0.0
1724512030450381792,-187.0,-81.0,2698.0,7.0,-6.0,-3.0
1724512030455356157,-193.0,-93.0,2715.0,0.0,-17.0,1.0
1724512030460361040,-197.0,-91.0,2718.0,5.0,-7.0,-2.0
1724512030465365923,-196.0,-93.0,2707.0,-2.0,-7.0,8.0
1724512030470370806,-183.0,-93.0,2726.0,-2.0,-6.0,-8.0
1724512030475375689,-197.0,-94.0,2717.0,4.0,-14.0,-3.0
1724512030480380571,-192.0,-97.0,2712.0,13.0,-7.0,-3.0
1724512030485354937,-190.0,-99.0,2708.0,3.0,-12.0,-6.0
1724512030490359819,-186.0,-87.0,2703.0,10.0,-15.0,-3.0
1724512030495364702,-186.0,-87.0,2703.0,2.0,-7.0,6.0
1724512030500369585,-188.0,-82.0,2701.0,7.0,-8.0,-4.0
1724512030505374468,-194.0,-80.0,2700.0,2.0,-12.0,-5.0
1724512030510379351,-200.0,-85.0,2704.0,0.0,-14.0,-3.0
1724512030515353716,-190.0,-98.0,2695.0,3.0,-12.0,6.0
1724512030520358599,-186.0,-88.0,2700.0,2.0,-11.0,-8.0
1724512030525363482,-190.0,-96.0,2710.0,3.0,-9.0,-1.0
1724512030530368364,-191.0,-101.0,2711.0,3.0,-2.0,-11.0
1724512030535373247,-193.0,-96.0,2714.0,14.0,-9.0,3.0
1724512030540378130,-200.0,-93.0,2711.0,2.0,-9.0,-6.0
1724512030545352495,-189.0,-93.0,2709.0,-1.0,-9.0,-8.0
1724512030550357378,-194.0,-103.0,2707.0,5.0,-8.0,1.0
1724512030555362261,-195.0,-89.0,2716.0,5.0,-11.0,6.0
1724512030560367144,-195.0,-97.0,2707.0,7.0,-10.0,-5.0
1724512030565372026,-189.0,-93.0,2706.0,2.0,-5.0,-2.0
1724512030570376909,-193.0,-95.0,2706.0,6.0,-13.0,0.0
1724512030575381792,-194.0,-96.0,2695.0,8.0,1.0,-1.0
1724512030580356157,-189.0,-86.0,2708.0,4.0,-11.0,-7.0
1724512030585361040,-189.0,-96.0,2701.0,6.0,-14.0,-1.0
1724512030590365923,-192.0,-99.0,2703.0,6.0,-13.0,-8.0
1724512030595370806,-193.0,-93.0,2703.0,0.0,-5.0,6.0
1724512030600375689,-193.0,-87.0,2713.0,6.0,-8.0,-4.0
1724512030605380571,-199.0,-95.0,2709.0,5.0,-13.0,0.0
1724512030610354937,-189.0,-100.0,2712.0,11.0,-7.0,-6.0
1724512030615359819,-197.0,-93.0,2712.0,2.0,-7.0,3.0
1724512030620364702,-192.0,-86.0,2707.0,-2.0,-9.0,-2.0
1724512030625369585,-192.0,-89.0,2708.0,1.0,-9.0,-4.0
1724512030630374468,-189.0,-92.0,2703.0,-2.0,-9.0,3.0
1724512030635379351,-191.0,-87.0,2689.0,9.0,-8.0,-3.0
1724512030640353716,-193.0,-93.0,2691.0,15.0,-7.0,-6.0
1724512030645358599,-196.0,-93.0,2696.0,2.0,-6.0,-3.0
1724512030650363482,-202.0,-94.0,2709.0,8.0,-5.0,0.0
1724512030655368364,-195.0,-94.0,2718.0,3.0,-16.0,-7.0
1724512030660373247,-190.0,-90.0,2712.0,4.0,-6.0,-2.0
1724512030665378130,-200.0,-93.0,2710.0,6.0,-7.0,2.0
1724512030670352495,-195.0,-87.0,2703.0,1.0,-9.0,-9.0
1724512030675357378,-196.0,-82.0,2705.0,2.0,-5.0,0.0
1724512030680362261,-187.0,-84.0,2707.0,2.0,-5.0,-1.0
1724512030685367144,-187.0,-78.0,2707.0,0.0,-7.0,-2.0
1724512030690372026,-192.0,-88.0,2706.0,4.0,-6.0,0.0
1724512030695376909,-189.0,-90.0,2696.0,5.0,-6.0,-1.0
1724512030700381792,-194.0,-94.0,2700.0,4.0,-7.0,-5.0
1724512030705356157,-193.0,-90.0,2710.0,2.0,-7.0,-2.0
1724512030710361040,-191.0,-92.0,2714.0,6.0,-14.0,-3.0
1724512030715365923,-195.0,-89.0,2715.0,5.0,-4.0,-4.0
1724512030720370806,-193.0,-95.0,2714.0,3.0,-9.0,-2.0
1724512030725375689,-189.0,-95.0,2698.0,5.0,-4.0,1.0
1724512030730380571,-186.0,-88.0,2701.0,3.0,-13.0,-9.0
1724512030735354937,-182.0,-96.0,2705.0,1.0,-6.0,1.0
1724512030740359819,-188.0,-82.0,2701.0,-6.0,-6.0,-2.0
1724512030745364702,-200.0,-84.0,2701.0,8.0,-5.0,4.0
1724512030750369585,-198.0,-85.0,2699.0,5.0,-11.0,-5.0
1724512030755374468,-196.0,-86.0,2699.0,2.0,-13.0,-2.0
1724512030760379351,-189.0,-94.0,2701.0,0.0,-9.0,-6.0
1724512030765353716,-190.0,-87.0,2703.0,5.0,-12.0,-2.0
1724512030770358599,-194.0,-81.0,2706.0,3.0,-9.0,-3.0
1724512030775363482,-196.0,-83.0,2710.0,-3.0,-13.0,-1.0
1724512030780368364,-184.0,-90.0,2707.0,3.0,-4.0,-1.0
1724512030785373247,-184.0,-83.0,2692.0,4.0,-12.0,-2.0
1724512030790378130,-198.0,-86.0,2706.0,4.0,-14.0,-2.0
1724512030795352495,-193.0,-97.0,2720.0,5.0,-15.0,-1.0
1724512030800357378,-187.0,-81.0,2716.0,8.0,-12.0,-8.0
1724512030805362261,-187.0,-83.0,2707.0,-1.0,-11.0,1.0
1724512030810367144,-193.0,-86.0,2721.0,6.0,-9.0,-1.0
1724512030815372026,-193.0,-84.0,2712.0,1.0,-3.0,-1.0
1724512030820376909,-195.0,-88.0,2704.0,2.0,-8.0,-3.0
1724512030825381792,-187.0,-84.0,2713.0,9.0,-10.0,0.0
1724512030830356157,-188.0,-82.0,2710.0,-1.0,-9.0,-1.0
1724512030835361040,-183.0,-87.0,2697.0,5.0,-14.0,-4.0
1724512030840365923,-186.0,-94.0,2696.0,6.0,-9.0,-8.0
1724512030845370806,-189.0,-85.0,2700.0,3.0,-10.0,4.0
1724512030850375689,-190.0,-87.0,2692.0,-2.0,-4.0,0.0
1724512030855380571,-190.0,-92.0,2702.0,2.0,-13.0,0.0
1724512030860354937,-179.0,-89.0,2716.0,4.0,-10.0,-5.0
1724512030865359819,-190.0,-85.0,2714.0,2.0,-9.0,-3.0
1724512030870364702,-186.0,-87.0,2706.0,0.0,-15.0,-2.0
1724512030875369585,-187.0,-93.0,2700.0,2.0,-7.0,2.0
1724512030880374468,-199.0,-91.0,2702.0,3.0,-12.0,-4.0
1724512030885379351,-191.0,-88.0,2710.0,7.0,-4.0,-4.0
1724512030890353716,-190.0,-88.0,2705.0,0.0,-16.0,1.0
1724512030895358599,-198.0,-93.0,2696.0,0.0,-9.0,-5.0
1724512030900363482,-198.0,-95.0,2702.0,3.0,-7.0,-2.0
1724512030905368364,-193.0,-90.0,2698.0,6.0,-13.0,2.0
1724512030910373247,-202.0,-90.0,2711.0,4.0,-2.0,-2.0
1724512030915378130,-195.0,-86.0,2704.0,3.0,-11.0,-10.0
1724512030920352495,-192.0,-94.0,2697.0,4.0,-9.0,-4.0
1724512030925357378,-196.0,-88.0,2704.0,6.0,-1.0,4.0
1724512030930362261,-189.0,-86.0,2711.0,5.0,-11.0,-4.0
1724512030935367144,-192.0,-87.0,2713.0,2.0,-8.0,-7.0
1724512030940372026,-193.0,-90.0,2704.0,4.0,-8.0,5.0
1724512030945376909,-191.0,-90.0,2692.0,12.0,-11.0,-8.0
1724512030950381792,-202.0,-93.0,2697.0,3.0,-15.0,0.0
1724512030955356157,-190.0,-83.0,2706.0,6.0,-11.0,-4.0
1724512030960361040,-194.0,-90.0,2702.0,4.0,-19.0,3.0
1724512030965365923,-191.0,-89.0,2704.0,-1.0,-14.0,-3.0
1724512030970370806,-182.0,-90.0,2708.0,2.0,-10.0,-1.0
1724512030975375689,-190.0,-86.0,2706.0,10.0,-15.0,-2.0
1724512030980380571,-184.0,-88.0,2714.0,1.0,-8.0,0.0
1724512030985354937,-192.0,-96.0,2710.0,6.0,-2.0,-3.0
1724512030990359819,-181.0,-97.0,2708.0,11.0,-1.0,-5.0
1724512030995364702,-193.0,-92.0,2703.0,5.0,-12.0,-3.0
1724512031000369585,-200.0,-87.0,2701.0,1.0,-8.0,-1.0
1724512031005374468,-187.0,-90.0,2698.0,-4.0,-12.0,-4.0
1724512031010379351,-187.0,-89.0,2707.0,-1.0,-10.0,-3.0
1724512031015353716,-186.0,-97.0,2705.0,-3.0,-5.0,-3.0
1724512031020358599,-188.0,-90.0,2707.0,-2.0,-11.0,-3.0
1724512031025363482,-184.0,-84.0,2713.0,7.0,-4.0,-5.0
1724512031030368364,-189.0,-91.0,2713.0,2.0,-7.0,-1.0
1724512031035373247,-201.0,-85.0,2718.0,-3.0,-13.0,-2.0
1724512031040378130,-192.0,-86.0,2711.0,9.0,-5.0,0.0
1724512031045352495,-186.0,-87.0,2706.0,-1.0,-6.0,5.0
1724512031050357378,-191.0,-91.0,2701.0,2.0,-5.0,3.0
1724512031055362261,-197.0,-81.0,2695.0,3.0,-8.0,-1.0
1724512031060367144,-194.0,-85.0,2700.0,11.0,-9.0,-4.0
1724512031065372026,-187.0,-84.0,2694.0,3.0,-14.0,-3.0
1724512031070376909,-189.0,-92.0,2701.0,-1.0,1.0,-1.0
1724512031075381792,-186.0,-96.0,2709.0,-2.0,-8.0,-4.0
1724512031080356157,-197.0,-91.0,2713.0,9.0,-10.0,-5.0
1724512031085361040,-194.0,-88.0,2704.0,-6.0,-3.0,-1.0
1724512031090365923,-197.0,-88.0,2708.0,4.0,-12.0,-3.0
1724512031095370806,-192.0,-85.0,2706.0,5.0,-14.0,0.0
1724512031100375689,-183.0,-90.0,2700.0,8.0,-13.0,-7.0
1724512031105380571,-194.0,-87.0,2701.0,2.0,-9.0,0.0
1724512031110354937,-202.0,-90.0,2706.0,7.0,-12.0,-6.0
1724512031115359819,-196.0,-89.0,2715.0,8.0,-9.0,2.0
1724512031120364702,-193.0,-93.0,2709.0,4.0,-5.0,-5.0
1724512031125369585,-189.0,-92.0,2706.0,12.0,-13.0,0.0
1724512031130374468,-188.0,-100.0,2706.0,1.0,-8.0,-4.0
1724512031135379351,-190.0,-91.0,2702.0,5.0,-14.0,4.0
1724512031140353716,-188.0,-93.0,2694.0,5.0,-14.0,-11.0
1724512031145358599,-192.0,-87.0,2714.0,0.0,-4.0,1.0
1724512031150363482,-187.0,-87.0,2709.0,0.0,-4.0,-2.0
1724512031155368364,-193.0,-94.0,2698.0,9.0,-13.0,-1.0
1724512031160373247,-196.0,-88.0,2700.0,8.0,-18.0,-4.0
1724512031165378130,-190.0,-94.0,2700.0,8.0,-3.0,-3.0
1724512031170352495,-192.0,-92.0,2690.0,1.0,-7.0,-2.0
1724512031175357378,-197.0,-80.0,2695.0,6.0,-17.0,-9.0
1724512031180362261,-189.0,-85.0,2705.0,2.0,-3.0,-3.0
1724512031185367144,-183.0,-99.0,2706.0,-3.0,-6.0,-2.0
1724512031190372026,-190.0,-91.0,2709.0,1.0,-18.0,-2.0
1724512031195376909,-194.0,-86.0,2719.0,0.0,-11.0,-4.0
1724512031200381792,-203.0,-91.0,2728.0,4.0,-12.0,-8.0
1724512031205356157,-204.0,-92.0,2712.0,0.0,-7.0,2.0
1724512031210361040,-206.0,-82.0,2702.0,6.0,-10.0,-7.0
1724512031215365923,-202.0,-84.0,2699.0,0.0,-6.0,-3.0
1724512031220370806,-191.0,-89.0,2702.0,7.0,-17.0,-7.0
1724512031225375689,-192.0,-91.0,2689.0,6.0,-12.0,4.0
1724512031230380571,-181.0,-88.0,2696.0,7.0,-14.0,-6.0
1724512031235354937,-189.0,-89.0,2703.0,1.0,-13.0,2.0
1724512031240359819,-191.0,-83.0,2704.0,6.0,-7.0,-1.0
1724512031245364702,-198.0,-79.0,2707.0,7.0,-5.0,-1.0
1724512031250369585,-183.0,-90.0,2710.0,-7.0,-11.0,-8.0
1724512031255374468,-181.0,-85.0,2702.0,4.0,-6.0,-2.0
1724512031260379351,-198.0,-90.0,2707.0,5.0,-9.0,-2.0
1724512031265353716,-196.0,-85.0,2709.0,-6.0,-8.0,0.0
1724512031270358599,-194.0,-86.0,2709.0,2.0,-8.0,-4.0
1724512031275363482,-193.0,-88.0,2710.0,5.0,-14.0,0.0
1724512031280368364,-186.0,-87.0,2706.0,3.0,-6.0,3.0
1724512031285373247,-191.0,-96.0,2699.0,5.0,-11.0,-9.0
1724512031290378130,-187.0,-85.0,2706.0,13.0,-7.0,12.0
1724512031295352495,-193.0,-90.0,2707.0,-1.0,-6.0,3.0
1724512031300357378,-190.0,-83.0,2709.0,4.0,-3.0,1.0
1724512031305362261,-191.0,-86.0,2710.0,4.0,-13.0,8.0
1724512031310367144,-192.0,-85.0,2712.0,3.0,-9.0,-8.0
1724512031315372026,-191.0,-84.0,2708.0,6.0,-11.0,-3.0
1724512031320376909,-185.0,-92.0,2698.0,-1.0,-2.0,-4.0
1724512031325381792,-193.0,-88.0,2698.0,3.0,-5.0,-8.0
1724512031330356157,-187.0,-91.0,2698.0,6.0,-14.0,2.0
1724512031335361040,-193.0,-92.0,2702.0,3.0,-11.0,-6.0
1724512031340365923,-195.0,-99.0,2698.0,7.0,-6.0,2.0
1724512031345370806,-196.0,-99.0,2713.0,4.0,-14.0,-5.0
1724512031350375689,-194.0,-92.0,2712.0,1.0,-4.0,3.0
1724512031355380571,-189.0,-82.0,2700.0,1.0,-3.0,-6.0
1724512031360354937,-193.0,-91.0,2712.0,10.0,-8.0,0.0
1724512031365359819,-192.0,-99.0,2708.0,6.0,-14.0,3.0
1724512031370364702,-184.0,-90.0,2702.0,0.0,-12.0,-7.0
1724512031375369585,-195.0,-89.0,2696.0,5.0,-11.0,1.0
1724512031380374468,-197.0,-84.0,2703.0,2.0,-11.0,-1.0
1724512031385379351,-184.0,-80.0,2700.0,2.0,-13.0,0.0
1724512031390353716,-188.0,-87.0,2703.0,4.0,-15.0,-1.0
1724512031395358599,-192.0,-92.0,2716.0,1.0,-16.0,-1.0
1724512031400363482,-186.0,-84.0,2704.0,8.0,-10.0,-6.0
1724512031405368364,-199.0,-84.0,2702.0,0.0,-5.0,1.0
1724512031410373247,-190.0,-90.0,2692.0,2.0,-13.0,-9.0
1724512031415378130,-193.0,-93.0,2713.0,-1.0,-17.0,4.0
1724512031420352495,-189.0,-89.0,2711.0,2.0,-1.0,-5.0
1724512031425357378,-190.0,-85.0,2709.0,3.0,-4.0,-4.0
1724512031430362261,-187.0,-90.0,2703.0,5.0,-10.0,-4.0
1724512031435367144,-190.0,-86.0,2712.0,2.0,-5.0,-3.0
1724512031440372026,-190.0,-83.0,2712.0,3.0,-9.0,-5.0
1724512031445376909,-189.0,-102.0,2703.0,3.0,-3.0,-4.0
1724512031450381792,-192.0,-93.0,2712.0,-2.0,-9.0,6.0
1724512031455356157,-189.0,-82.0,2714.0,4.0,-6.0,3.0
1724512031460361040,-179.0,-86.0,2709.0,15.0,-4.0,-8.0
1724512031465365923,-191.0,-93.0,2705.0,4.0,-7.0,2.0
1724512031470370806,-188.0,-99.0,2713.0,3.0,-11.0,-4.0
1724512031475375689,-187.0,-89.0,2703.0,10.0,-5.0,6.0
1724512031480380571,-194.0,-94.0,2706.0,8.0,-7.0,-4.0
1724512031485354937,-194.0,-86.0,2705.0,5.0,-9.0,1.0
1724512031490359819,-198.0,-80.0,2702.0,4.0,-6.0,-2.0
1724512031495364702,-192.0,-84.0,2709.0,2.0,-4.0,-3.0
1724512031500369585,-193.0,-81.0,2716.0,11.0,-11.0,-5.0
1724512031505374468,-193.0,-81.0,2716.0,-1.0,-14.0,-3.0
1724512031510379351,-188.0,-88.0,2714.0,7.0,-11.0,3.0
1724512031515353716,-192.0,-90.0,2697.0,-1.0,-11.0,-5.0
1724512031520358599,-181.0,-90.0,2696.0,2.0,-13.0,-2.0
1724512031525363482,-196.0,-90.0,2698.0,4.0,-1.0,-8.0
1724512031530368364,-187.0,-85.0,2709.0,6.0,-10.0,2.0
1724512031535373247,-188.0,-91.0,2708.0,10.0,-9.0,-6.0
1724512031540378130,-195.0,-93.0,2705.0,5.0,-10.0,-2.0
1724512031545352495,-188.0,-101.0,2708.0,8.0,-2.0,-1.0
1724512031550357378,-197.0,-93.0,2703.0,7.0,-10.0,-6.0
1724512031555362261,-190.0,-81.0,2703.0,4.0,-24.0,-7.0
1724512031560367144,-201.0,-88.0,2699.0,11.0,-9.0,1.0
1724512031565372026,-207.0,-83.0,2701.0,-2.0,2.0,4.0
1724512031570376909,-189.0,-87.0,2697.0,-1.0,-6.0,0.0
1724512031575381792,-185.0,-88.0,2693.0,7.0,-2.0,2.0
1724512031580356157,-189.0,-94.0,2703.0,2.0,-11.0,-6.0
1724512031585361040,-191.0,-93.0,2704.0,2.0,1.0,-1.0
1724512031590365923,-192.0,-90.0,2709.0,1.0,-13.0,3.0
1724512031595370806,-198.0,-82.0,2713.0,10.0,-5.0,-3.0
1724512031600375689,-196.0,-86.0,2711.0,9.0,-10.0,0.0
1724512031605380571,-187.0,-94.0,2706.0,5.0,-10.0,-6.0
1724512031610354937,-190.0,-93.0,2700.0,2.0,-10.0,4.0
1724512031615359819,-188.0,-90.0,2714.0,7.0,-10.0,-1.0
1724512031620364702,-189.0,-82.0,2706.0,3.0,-4.0,-2.0
1724512031625369585,-195.0,-87.0,2699.0,5.0,-4.0,-6.0
1724512031630374468,-183.0,-85.0,2709.0,8.0,-7.0,-2.0
1724512031635379351,-188.0,-90.0,2706.0,0.0,-7.0,1.0
