9.2476908e+01 9.8071499e+00 1.8627838e+00 -6.5963620e-01
9.2487908e+01 9.8071499e+00 1.8627838e+00 -6.5963620e-01
9.2491908e+01 9.8155298e+00 1.8723612e+00 -6.5245318e-01
9.2505908e+01 9.8155298e+00 1.8723612e+00 -6.5245318e-01
9.2509908e+01 9.8083467e+00 1.8711640e+00 -6.6203052e-01
9.2520908e+01 9.8119383e+00 1.8759526e+00 -6.5843904e-01
9.2524908e+01 9.8191214e+00 1.8771498e+00 -6.5604472e-01
9.2535908e+01 9.8143330e+00 1.8855299e+00 -6.5843904e-01
9.2539908e+01 9.8143330e+00 1.8867271e+00 -6.6801631e-01
9.2550908e+01 9.8119383e+00 1.8807412e+00 -6.6442484e-01
9.2553908e+01 9.8035583e+00 1.8867271e+00 -6.7519927e-01
9.2564908e+01 9.8071499e+00 1.8903185e+00 -6.7041063e-01
9.2570908e+01 9.7999668e+00 1.8831356e+00 -6.6442484e-01
9.2573908e+01 9.8023615e+00 1.8747555e+00 -6.6801631e-01
9.2586908e+01 9.8131361e+00 1.8783469e+00 -6.6322768e-01
9.2590908e+01 9.8131361e+00 1.8783469e+00 -6.6322768e-01
9.2601908e+01 9.8107414e+00 1.8771498e+00 -6.6562200e-01
9.2604908e+01 9.8227129e+00 1.8783469e+00 -6.7400211e-01
9.2618908e+01 9.8239098e+00 1.8783469e+00 -6.7280495e-01
9.2623908e+01 9.8263044e+00 1.8699669e+00 -6.6083336e-01
9.2635908e+01 9.8215160e+00 1.8735583e+00 -6.6203052e-01
9.2639908e+01 9.8083467e+00 1.8783469e+00 -6.6921347e-01
9.2641908e+01 9.8083467e+00 1.8819385e+00 -6.7041063e-01
9.2655908e+01 9.8059530e+00 1.8807412e+00 -6.6801631e-01
9.2658908e+01 9.8035583e+00 1.8807412e+00 -6.6681916e-01
9.2669908e+01 9.8011637e+00 1.8807412e+00 -6.7160779e-01
9.2674908e+01 9.8011637e+00 1.8867271e+00 -6.7879075e-01
9.2685908e+01 9.8011637e+00 1.8819385e+00 -6.8118507e-01
9.2688908e+01 9.8071499e+00 1.8807412e+00 -6.9555104e-01
9.2700908e+01 9.8095446e+00 1.8819385e+00 -6.8597376e-01
9.2706908e+01 9.8143330e+00 1.8831356e+00 -6.7639643e-01
9.2717908e+01 9.8143330e+00 1.8831356e+00 -6.7639643e-01
