timestamp_ns,angle_axis
1727868913577246200,2.3859860094700736
1727868913744590800,1.5777163992176058
1727868913952380700,1.513586670955403
1727868914176447300,0.7610220198429453
1727868914364331000,1.0077284376491704
1727868914559245900,0.7946397620790171
1727868914757089200,0.40623366303419467
1727868914954289600,1.7200878978463205
1727868915176310300,1.504625207265885
1727868915382554300,1.1524546478367135
1727868915584708600,0.17776307903721475
1727868915827236200,1.518723777793804
1727868916050163600,1.9237726100902197
1727868916298684000,2.4528851817900055
1727868916569951900,1.9453827316292174
1727868916799365300,1.5582452205914783
1727868917031620700,1.1509163860040885
1727868917255451600,1.3537263281904892
1727868917505916200,1.3188530213866485
1727868917790909000,1.3029979041242834
1727868918134540700,1.150602507406782
1727868918532071100,1.4747850741871755
1727868918896905700,2.2570035209063284
1727868919280923300,1.0257145442130184
1727868919729873000,1.1576727968321097
1727868920018251200,1.9988290842659502
1727868920346636000,1.0851273383247126
1727868920686544200,0.9406811758550955
1727868921132257100,1.3569561024332404
1727868921540454800,1.9708355677233096
1727868921904949300,0.6228223011050205
1727868922223531400,1.774008135071631
1727868922522632400,1.9127131260514105
1727868922842142000,2.3844939978697544
1727868923201620500,1.3616344450075524
1727868923502171900,1.152517951281904
1727868923854415300,1.7788374132117846
1727868924170201100,1.0776989373512604
1727868924429454100,1.7993056833180927
1727868924758004400,2.1260157751110618
1727868925086555200,1.1724101158498632
1727868925418583000,1.8594340539217118
1727868925768222700,0.4882524790710786
1727868926157652100,1.2628364110146753
1727868926524121400,1.8469320282244386
1727868926956753400,2.1768103977136293
1727868927311816700,1.939577991262881
1727868927664456400,0.955342526242792
1727868928111964100,1.0405644516819974
1727868928533559100,0.4244470053983943
1727868928986780900,1.5342110946950525
1727868929427401900,1.6797783325555762
1727868929855531000,1.3149452628681433
1727868930291846000,1.7319630552023384
1727868930716075500,1.392881898289257
1727868931339185200,1.7482528547710705
1727868931956572000,1.0532687204096112
1727868932360472500,1.5663806674901775
1727868932839370700,0.8802548463274416
1727868933241612600,1.1991480481637926
1727868933740262400,0.6635988070722516
1727868934237051900,1.5316677184479224
1727868934650704500,1.2974210351814905
1727868935148611100,2.075809017877558
1727868935716796800,1.5109688031054187
1727868936214615000,1.1653977652314274
1727868936802058000,1.8042681214067298
1727868937370781100,0.6224477885334151
1727868937925366800,2.2454789939577338
1727868938403152600,1.0146501200444673
1727868938879208300,2.265328255555773
1727868939526822900,0.9554406618623619
1727868940034215500,1.6510344155543453
1727868940576869400,1.2509744498624709
1727868941058860200,1.5908258583350532
1727868941535784500,1.9999328516727637
1727868942187366300,2.2122655700073963
1727868942650479700,1.9789856526311553
1727868943221486400,3.9073784973883465
1727868943925072600,4.6260084124311085
1727868944459793000,5.87047067831353
1727868945058089000,5.879974201065038
1727868945582654700,6.006865600385321
1727868946108200400,7.828355573902906
1727868946633569400,7.095163721853245
1727868947176741900,7.6248478394594095
1727868947839760200,7.763508989443544
1727868948410612800,7.256037886446121
1727868948880739100,7.212045007969329
1727868949438451100,6.800853249223556
1727868949973391700,6.560052518461457
1727868950503774300,6.2701718915595075
1727868951050232200,6.653634368980791
1727868951550072500,5.303021999812542
1727868952115803200,5.590796810359432
1727868952643777500,5.756106554384339
1727868953213804100,6.179893642232187
1727868953752859800,3.859938355819846
1727868954263999800,3.63253513914932
1727868954868651500,4.74270765562845
1727868955368975800,4.568270932777301
1727868955831188500,3.9774140320755484
1727868956533573800,2.96135401309015
1727868957022627800,3.0406834927929975
1727868957568640000,3.775665680351742
1727868958087317400,2.4412007519627807
1727868958585547800,3.0762834428353676
1727868959158979400,3.3024918067877453
1727868959716469500,3.0055110317729796
1727868960340351700,3.5295526875737298
1727868960827673600,2.1161544074965373
1727868961408137600,2.60845672777599
1727868961985529600,2.298593464253398
1727868962537539400,2.384141874631792
1727868963135834300,3.3877913649341838
1727868963612084000,1.782318573300601
1727868964096598900,2.1906952637040034
1727868964696895300,2.6127905662987323
1727868965267804800,1.879197436725465
1727868965810899300,2.6404560410813267
1727868966313729300,2.697394483877285
1727868966808902000,3.1584422119688598
1727868967382554200,2.9561657839893964
1727868967945136600,2.3416616709869498
1727868968579025500,3.5870565915392723
1727868969112629800,6.881724859952321
1727868969840215000,9.213311802178485
1727868970431979200,9.056150898011792
1727868970965294000,7.90149968372579
1727868971638644200,6.590169336859064
1727868972213048600,7.037665434100701
1727868972805775400,5.959043430010655
1727868973334660000,6.699269042210897
1727868973856287100,7.01730747790639
1727868974496910100,6.962149935924039
1727868974988621200,5.940361845879194
1727868975586653800,6.606058082298487
1727868976097833200,5.480103533321659
1727868976674396200,6.179995270834641
1727868977283192000,6.748082468416024
1727868977826142600,7.2726409412808195
1727868978443705500,5.047538197793711
1727868978992851200,5.772771286621092
1727868979552719800,5.836360492489734
1727868980091333100,6.974229559975229
1727868980594826800,5.712761161354655
1727868981186600700,5.202095705281101
1727868981693033700,5.494409553873998
1727868982327444700,6.207518213878285
1727868982895138700,5.25255828168027
1727868983388277300,6.233858374445005
1727868983905881800,6.278438461123075
1727868984423216400,5.994741745363043
1727868984905976700,5.0195847424311815
1727868985438570000,5.204319546958397
1727868986002964700,6.388920467193625
1727868986559725100,5.171614987554421
1727868987111277300,5.543457897130578
1727868987633160000,6.185603949686926
1727868988262272900,6.174130215389828
1727868988762704100,4.546605320867748
1727868989264550400,5.196778399476894
1727868989800818800,6.175633195366367
1727868990297067600,6.189830627231679
1727868990840415600,5.433267627669653
1727868991349483300,6.575386929466214
1727868991856507100,5.266272560902797
1727868992496431100,5.956732597516142
1727868992963998300,5.778906458029742
1727868993544968200,6.3709030684648935
1727868994088153900,5.680140374392605
1727868994595236200,5.90169110757507
1727868995126385200,5.636384373455319
1727868995578740400,6.412891449991939
1727868996181081200,6.343599130795293
1727868996709992400,4.530378436837498
1727868997249457000,5.616295246595135
1727868997831579100,5.812029285201893
1727868998271851400,5.395906278840262
1727868998792563100,5.68952391330022
1727868999374341000,7.085541228672664
1727868999869104100,5.762235695968421
1727869000428884000,5.913264300828103
1727869000920314300,6.5679904609272715
1727869001398068500,5.5675086505938625
1727869001926959100,6.801104858961715
1727869002510824100,5.993530584879628
1727869003010228300,5.26426804650435
1727869003598070300,6.7623176572946395
1727869004084368900,6.227170281546161
1727869004657625700,5.818418764133731
1727869005262492500,6.786283327576542
