Timestamp,Roll,Pitch,Yaw
1725854477.0522776,-77.09061526863191,-71.49330500758144,1.536714129955065
1725854477.2939754,-80.60452104567341,-53.18201410911931,4.970448269202497
1725854477.5543728,-82.23909848867802,-36.61593665992273,7.735369954815425
1725854477.7927938,-84.15781226889456,-35.34119925627346,15.120149169955909
1725854478.05213,-86.03579836830735,-35.204440719097285,25.074736874253485
1725854478.3018079,-88.29239150964611,-34.0982098078842,38.294509989954165
1725854478.5564892,-92.06538301319948,-32.93812199437456,57.146891069856935
1725854478.785908,-96.20497770817995,-29.53127368104652,79.03442354920801
1725854479.0375242,-99.25435079526883,-23.78123413628309,102.09196798714957
1725854479.3061948,-99.50012930362121,-16.02189515737167,123.66623057013956
1725854479.538625,-96.45405879074863,-7.680311115962284,144.12935574789648
1725854479.7902322,-89.21927318377926,-1.019736211199593,163.62237611529994
1725854480.0627055,-87.35107693145697,-0.32201648891583934,168.62337263608234
1725854480.3431838,-86.9571650922148,-0.11015239506153308,167.58971462459934
1725854480.5802405,-87.20299416863911,-0.24823723271040224,168.29885177461932
1725854480.8314059,-87.09793646525532,-0.31219825829767767,168.01036854835036
1725854481.0651324,-87.28389522814747,-0.22718392313438282,168.61866864141334
1725854481.3105757,-86.91520094184524,-0.1904285646272161,167.65617024969603
1725854481.5625923,-87.36600269818153,-0.4784027200397527,168.4152873651658
1725854481.8117318,-87.23666268353928,-0.5604586302413983,168.09624857784917
1725854482.0796208,-87.370414373806,-0.3186662217628628,168.111034927135
1725854482.3369622,-87.44543642882384,-0.5537516459429331,168.3299161916692
1725854482.5966558,-87.15121215110206,-0.203469605310062,168.02662785772955
1725854482.8184521,-86.9247999665616,-0.11586440258040995,168.294432433423
1725854483.07932,-86.9901100180859,0.022600181575585163,167.9900234363523
1725854483.318773,-86.96760411407674,-0.06870267364986654,167.4501565330608
1725854483.5778315,-87.01314354530396,-0.5165850268328022,168.27792257617486
1725854483.8170762,-87.24567386640635,-0.33568785997356554,168.66341470674286
1725854484.0655758,-86.97978032131267,-0.2600003629997162,168.26510883502328
1725854484.3345463,-87.23334086554476,-0.23138548836407524,167.79062558066786
1725854484.5880733,-86.9940232935636,-0.197773352623543,167.95651677006117
1725854484.8176718,-87.2305825568239,-0.3371085350869318,168.8877759352576
1725854485.088854,-86.98031851631343,-0.32746427205971873,168.23894848079578
1725854485.322557,-87.07015497318004,-0.13575229135463815,168.26648451206609
1725854485.5682957,-87.23985523582283,-0.23184825903869966,168.47111172653157
1725854485.819414,-87.01066781635744,-0.3287952591239293,168.00003747606308
1725854486.0778158,-86.94258839180634,-0.24735101094564457,167.72112897353216
1725854486.33905,-86.99465009336666,-0.5362102281022005,168.5690250524554
1725854486.5851011,-86.90445806324664,-0.24014313662242284,168.1304324655006
1725854486.8218145,-87.06289449823818,-0.13120488940091005,167.8644566920485
1725854487.073222,-86.92830867757445,-0.6627780477168189,168.5393693681199
1725854487.3339164,-87.15694055088501,-0.2905326138555816,168.60146743393796
1725854487.5802443,-87.09594430937737,-0.4905339915076373,167.83628567315176
1725854487.829237,-87.07246858988331,-0.48493779394358083,167.89026016259456
1725854488.0887377,-87.06608055359577,-0.5116382550072743,167.69547645436455
1725854488.3360739,-86.94631463855822,-0.14739140635242434,168.0477339218158
1725854488.5788221,-86.81996114595891,-0.408020580217701,168.2849187957416
1725854488.845222,-87.00117332534602,-0.5084716034484373,168.37797986574085
1725854489.0792663,-86.91061740664767,-0.2653840041153527,168.02119467436432
1725854489.3388913,-86.97345631209961,-0.5074398032730835,168.0116313886695
1725854489.599627,-86.96738217974283,-0.5915346851283703,168.7026310537278
1725854489.8274236,-87.08524935851649,-0.224632626055685,168.06495616262077
1725854490.1090207,-87.47882463425972,-0.15827626251995247,168.0489961462596
1725854490.3311918,-86.91582392474218,-0.2514856004993404,168.903268184425
1725854490.5782804,-87.16768841896531,-0.17919566804293482,168.2978857870176
1725854490.8297048,-87.23054428099074,-0.3065455605724658,168.21684267715312
1725854491.0836816,-87.23927165660098,-0.3607994732143182,167.8787349898293
1725854491.3311656,-86.6516604669201,-0.244475534894747,167.54075848887697
1725854491.5824277,-87.260701692606,-0.35092068055746706,168.12973435642326
1725854491.836993,-87.32568087728768,-0.38072990877741536,168.53820385307478
1725854492.0836065,-87.33309967403939,-0.23903564683829395,168.1629096602297
1725854492.332166,-86.92982322019586,0.03832166753097229,168.08149834505127
1725854492.5811384,-86.9709346778787,-0.13196787342457603,167.92887968775517
1725854492.8318384,-87.38956082732551,-0.011850624357032907,168.11797758960495
1725854493.0831497,-87.0872566116324,-0.22338842401076836,168.5948062630854
1725854493.3331208,-86.95260108553576,-0.4276515425118128,168.50667722758268
1725854493.5828862,-87.87843292762092,0.2993625773587309,167.7141815899948
1725854493.8336914,-87.18459535437432,-0.5179373707201602,167.7311576829408
1725854494.0876927,-86.99247128267957,-0.24104400543292256,168.43437781214746
1725854494.3367193,-87.36027958089976,-0.4059764661807737,168.44474208227876
1725854494.5917666,-87.29324488057439,-0.23929180347781917,168.5913012660956
1725854494.8379636,-86.92770901620452,-0.259619106027659,167.8022038467345
1725854495.086876,-87.22658846034822,-0.264496572822518,168.58218459651397
1725854495.338784,-87.22417013829542,-0.1802030808356087,167.90175682411683
1725854495.591996,-86.94727486020174,-0.3951377178594221,168.03803613414433
1725854495.840574,-87.10211100171557,0.276337377403667,167.5310227578522
1725854496.0894952,-87.11293073824795,-0.3611459957423812,168.41378141140675
1725854496.343063,-87.04091801168987,-0.3050972890789879,168.28626225405836
1725854496.604261,-86.51862680628042,-1.09461778754569,169.06114500479876
1725854496.8459492,-87.05209170551755,-0.6109462806981726,167.79823290281865
1725854497.090703,-86.39771165257025,0.8192229071043429,170.24035862611956
1725854497.3465264,-86.91749887112931,0.3950733489632452,171.70204276625392
1725854497.5913014,-87.42549387002363,-0.495815880055642,172.47693976776264
1725854497.8439744,-86.88197828226076,-0.4074583944841175,173.9025711092615
1725854498.0939765,-87.75503055653478,-0.42458841601273567,175.48523824641572
1725854498.3439753,-86.94287883268031,-0.6135036026552014,177.20642104707807
1725854498.5940065,-87.06780813233877,-0.1626654600458558,178.10604042333486
1725854498.8430047,-87.12262987498492,0.24263382717603799,178.72309954830467
1725854499.0962305,-87.05235635946161,-0.15569210510031567,-179.93479763742505
1725854499.3438063,-87.19494475537672,-0.07154542583733721,-178.74664376436291
1725854499.5988064,-88.39602469137995,-0.41312102576531745,-177.92771631750765
1725854499.847037,-86.00540768526375,-0.2168511200240577,-175.83756383771882
1725854500.0965965,-86.46692996076173,0.26544530101822666,-174.25364330276153
1725854500.3455691,-87.0026779865999,0.04646153090786069,-172.5160383667512
1725854500.5986967,-86.88098103231792,0.48991175758042577,-171.31622388826108
1725854500.8496978,-86.7421573357404,0.09025466356172271,-170.8903792247683
1725854501.097618,-86.8973063580257,-0.24918462731193636,-170.17542353183077
1725854501.354737,-87.08033327951352,-0.0003177259318705619,-170.15482782490906
1725854501.598063,-86.87083114944018,-0.10332144429039272,-168.76731869723224
1725854501.8526742,-87.10182575034102,0.35304959888971466,-168.0993081875477
1725854502.1005223,-86.75742612036622,-0.2578859083442004,-166.94461019364766
1725854502.3506682,-87.04681364091086,-0.018262830519628154,-165.81032879343596
1725854502.6076381,-86.9969710433489,-0.05461371136405699,-164.42316333509248
1725854502.8539453,-87.00464623343836,-0.3379793805006963,-163.40548669896796
1725854503.100676,-86.7662429738605,0.16788239704649502,-162.78457935086757
1725854503.3536777,-87.24406962897937,0.47170158792953476,-161.87831489369228
1725854503.601718,-87.19627286936756,-0.6891890709157722,-161.62812503179055
1725854503.8541195,-87.11495107917922,-0.06050036694581597,-159.17090982343217
1725854504.114728,-87.34818435344702,-0.5316584612189651,-157.61854994584323
1725854504.3537292,-86.82639055541247,-0.04505369468799237,-157.0402997515641
1725854504.6087716,-87.51820128005474,-0.3164404939500601,-156.29227578556862
1725854504.8653727,-87.07091861409509,-0.09133835836708777,-155.78991059702076
1725854505.1053846,-87.33710017302731,0.3258889695642551,-156.96247095830407
1725854505.356385,-87.26190100142851,-0.49754223998681946,-155.3436415156103
1725854505.6155446,-88.20276660485563,-0.9656465146604294,-156.10655740088023
1725854505.8617933,-86.7051062782493,-0.4263683296075796,-154.16852335539323
1725854506.1155987,-86.7341480884418,-0.5485278126025093,-153.17397511219522
1725854506.3579438,-87.37714332362225,-0.47924622919663284,-151.59040198780158
1725854506.6149461,-87.49364860017577,-0.22783381551029844,-150.54939056984608
1725854506.8649433,-86.5447401348976,0.4222668326629809,-149.93469119892393
1725854507.11068,-87.08049831963129,-0.2882581344145401,-151.2837417994867
1725854507.3599658,-87.30190185031294,0.5682897804940018,-150.34347656694845
1725854507.60975,-88.0227703731658,-1.135654552244497,-151.1363469668803
1725854507.8647485,-86.77697207019156,-0.3979044393856037,-149.64533752240877
1725854508.1139278,-86.56410628305771,-0.4226124278898074,-150.16998961342665
1725854508.365619,-87.38493867860726,-0.1167506397273732,-150.81155275507533
1725854508.6106105,-86.7172659808775,-0.1696567528632146,-150.02909984575817
1725854508.8637042,-86.6842536592761,-0.0059382647863410725,-149.1781698511322
1725854509.1144185,-86.98641079657862,-0.05131598606057734,-149.0872722574182
1725854509.363418,-86.76723339626075,-0.3587482022547704,-148.89247381036242
1725854509.613104,-87.27507675941989,-0.3860752870599964,-148.76690202618695
1725854509.863924,-86.7723436792275,-0.1990239804923594,-147.19653525342397
1725854510.114177,-87.4645985060928,-0.5508313643401316,-147.03822107386145
1725854510.367723,-86.7651508302897,-0.4793466864286644,-145.73166031386305
1725854510.6177213,-87.34981403798606,-0.11112688109285175,-146.24999490693492
1725854510.865031,-87.13407137824137,-0.5140256866702339,-146.43522575709176
1725854511.1164017,-86.51952283599964,-0.17565140558587505,-145.5891035834017
1725854511.3665292,-87.16815690823228,-0.019747960726653968,-145.9499326636289
1725854511.6167321,-86.93350038715111,-0.297123278206858,-145.01124563208012
1725854511.8707347,-86.92240085864228,-0.3753111473679659,-144.41285370906044
1725854512.118114,-86.47333605298456,-0.06686454142155697,-144.37445966662483
1725854512.3683033,-86.86682872212839,-0.5896583400269377,-143.2984307137648
