timestamp_ns,time_sec,absolute_error
1727873222977212100,1727873222.9772122,6.934207463109061
1727873224053406800,1727873224.0534067,3.379669606684999
1727873225116459800,1727873225.1164598,6.10765650112603
1727873225921529800,1727873225.9215298,10.640870996001468
1727873228071651500,1727873228.0716517,7.6817491040851
1727873228583801400,1727873228.5838013,6.155325276601829
1727873228935581200,1727873228.9355812,7.566004756941979
1727873229184100200,1727873229.1841002,6.857444349340199
1727873229442850100,1727873229.44285,6.909441468396949
1727873230578480900,1727873230.578481,3.6088293031486387
1727873230825310100,1727873230.8253102,4.963734965528758
1727873233040900000,1727873233.0409,5.518184784109636
1727873233546266400,1727873233.5462663,5.30126042814323
1727873234923993200,1727873234.923993,8.014340697958644
