Mag_X,Mag_Y,Mag_Z
-31.309711456298828,100.76951599121094,-20.83975601196289
-31.309711456298828,100.76951599121094,-20.83975601196289
-31.309711456298828,100.40638732910156,-19.789012908935547
-31.309711456298828,100.40638732910156,-19.789012908935547
-30.223825454711914,101.49578857421875,-20.13926124572754
-30.223825454711914,101.49578857421875,-20.13926124572754
-31.309711456298828,101.13265228271484,-20.4895076751709
-31.309711456298828,101.13265228271484,-20.4895076751709
-31.309711456298828,101.85891723632812,-19.789012908935547
-31.309711456298828,101.85891723632812,-19.789012908935547
-30.223825454711914,102.22205352783203,-21.190004348754883
-30.223825454711914,102.22205352783203,-21.190004348754883
-30.404808044433594,100.95108795166016,-19.964136123657227
-30.404808044433594,100.95108795166016,-19.964136123657227
-31.490694046020508,100.58795166015625,-20.66463279724121
-30.58578872680664,102.94831848144531,-20.83975601196289
-30.58578872680664,102.94831848144531,-20.83975601196289
-30.58578872680664,101.49578857421875,-19.438764572143555
-30.58578872680664,101.49578857421875,-19.438764572143555
-32.03363800048828,99.68011474609375,-20.83975601196289
-32.03363800048828,99.68011474609375,-20.83975601196289
-30.58578872680664,102.22205352783203,-19.438764572143555
-30.58578872680664,102.22205352783203,-19.438764572143555
-31.12873077392578,100.58795166015625,-19.964136123657227
-31.12873077392578,100.58795166015625,-19.964136123657227
-31.309711456298828,99.68011474609375,-20.83975601196289
-31.309711456298828,99.68011474609375,-20.83975601196289
-31.309711456298828,100.04325103759766,-21.540252685546875
-31.309711456298828,100.04325103759766,-21.540252685546875
-30.947750091552734,101.85891723632812,-20.83975601196289
-30.947750091552734,101.85891723632812,-20.83975601196289
-31.490694046020508,102.04048919677734,-20.66463279724121
-31.490694046020508,102.04048919677734,-20.66463279724121
-30.58578872680664,101.13265228271484,-19.438764572143555
-30.58578872680664,101.13265228271484,-19.438764572143555
-31.8526554107666,100.95108795166016,-20.31438446044922
-31.8526554107666,100.95108795166016,-20.31438446044922
-29.680883407592773,101.67735290527344,-19.613887786865234
-29.680883407592773,101.67735290527344,-19.613887786865234
-31.12873077392578,102.04048919677734,-21.014881134033203
-31.12873077392578,102.04048919677734,-21.014881134033203
-29.86186408996582,101.13265228271484,-20.83975601196289
-29.86186408996582,101.13265228271484,-20.83975601196289
-31.490694046020508,101.31421661376953,-20.66463279724121
-31.490694046020508,101.31421661376953,-20.66463279724121
-32.395599365234375,102.22205352783203,-19.088516235351562
-32.395599365234375,102.22205352783203,-19.088516235351562
-29.86186408996582,101.85891723632812,-21.890501022338867
-29.86186408996582,101.85891723632812,-21.890501022338867
-30.947750091552734,100.76951599121094,-21.540252685546875
-30.947750091552734,100.76951599121094,-21.540252685546875
-29.86186408996582,102.5851821899414,-19.789012908935547
-29.86186408996582,102.5851821899414,-19.789012908935547
-31.309711456298828,101.13265228271484,-21.890501022338867
-31.309711456298828,102.22205352783203,-20.13926124572754
-31.309711456298828,102.22205352783203,-20.13926124572754
-31.671674728393555,100.76951599121094,-19.789012908935547
-31.671674728393555,100.76951599121094,-19.789012908935547
-30.042844772338867,100.58795166015625,-19.613887786865234
-30.042844772338867,100.58795166015625,-19.613887786865234
-31.490694046020508,101.31421661376953,-19.964136123657227
-31.490694046020508,101.31421661376953,-19.964136123657227
-30.223825454711914,101.13265228271484,-20.13926124572754
-30.223825454711914,101.13265228271484,-20.13926124572754
-31.490694046020508,101.67735290527344,-19.613887786865234
-31.490694046020508,101.67735290527344,-19.613887786865234
-30.58578872680664,102.5851821899414,-20.13926124572754
-30.58578872680664,102.5851821899414,-20.13926124572754
